name,sex,bodymass,wingspan,fat_mass,order,wingarea,muscle_mass
Accipiter badius,NA,0.1274,0.5784,0.042042,2,0.05126,0.021658000000000004
Accipiter melanoleucus,NA,0.746,1.017,0.24618,2,0.15426,0.12682000000000002
Accipiter minullus,NA,0.068,0.3854,0.02244,2,0.035005,0.01156
Accipiter ovampensis,NA,0.175,0.6674,0.057749999999999996,2,0.06549,0.02975
Accipiter rufiventris,NA,0.18,0.7203,0.0594,2,0.07484,0.030600000000000002
Accipiter tachiro,NA,0.3265,0.6984,0.10774500000000001,2,0.10168,0.055505000000000006
Aquila nipalensis,NA,3.025,2.1,0.99825,2,0.41679,0.51425
Aquila rapax,NA,2.499,1.8232,0.8246700000000001,2,0.39561,0.42483000000000004
Aquila spilogaster,NA,1.4799,1.4167,0.488367,2,0.27518,0.251583
Aquila verreauxii,NA,3.3156999999999996,1.9942,1.0941809999999998,2,0.51386,0.563669
Aviceda cuculoides,NA,0.22,0.9065,0.0726,2,0.12953,0.0374
Buteo augur,NA,0.9732000000000001,1.3155,0.32115600000000005,2,0.24175,0.16544400000000004
Buteo buteo,NA,0.731,1.1884,0.24123,2,0.18725,0.12427
Buteo rufofuscus,NA,1.0594000000000001,1.319,0.3496020000000001,2,0.27596,0.18009800000000004
Circaetus cinerascens,NA,1.126,1.135,0.37157999999999997,2,0.26782,0.19142
Circaetus cinereus,NA,2.05,1.6407,0.6765,2,0.40544,0.3485
Circaetus pectoralis,NA,1.4577,1.7761,0.481041,2,0.36864,0.24780900000000003
Circus pygargus,NA,0.325,1.1,0.10725000000000001,2,0.15556,0.05525000000000001
Clanga pomarina,NA,1.408,1.501,0.46464,2,0.30919,0.23936
Elanus caeruleus,NA,0.2435,0.8444,0.080355,2,0.08906,0.041395
Gypaetus barbatus,NA,5.3969,2.5768,1.780977,2,0.73709,0.917473
Gyps coprotheres,NA,9.2889,2.5733,3.065337,2,0.85413,1.5791130000000002
Haliaeetus vocifer,NA,2.6833,1.9,0.8854890000000001,2,0.54568,0.45616100000000004
Hieraaetus ayresii,NA,0.9883,1.23655,0.326139,2,0.22779,0.168011
Hieraaetus pennatus,NA,0.696,1.2232,0.22968,2,0.18181,0.11832
Hieraaetus wahlbergi,NA,1.2094,1.4073,0.399102,2,0.26557,0.20559800000000003
Kaupifalco monogrammicus,NA,0.30310000000000004,0.785,0.10002300000000001,2,0.07488,0.05152700000000001
Melierax canorus,NA,0.7242000000000001,1.1083,0.23898600000000003,2,0.17236,0.12311400000000002
Melierax metabates,NA,0.6354,1.0119,0.209682,2,0.14877,0.108018
Micronisus gabar,NA,0.175,0.5981,0.057749999999999996,2,0.05441,0.02975
Milvus aegyptius,NA,0.656,1.2947,0.21648,2,0.21396,0.11152000000000001
Milvus migrans,NA,0.6307,1.309,0.208131,2,0.2152,0.10721900000000001
Polemaetus bellicosus,NA,3.9318,2.119,1.2974940000000001,2,0.63981,0.6684060000000001
Stephanoaetus coronatus,NA,3.375,1.52,1.11375,2,0.54153,0.5737500000000001
Terathopius ecaudatus,NA,2.3916999999999997,1.8619,0.789261,2,0.35303,0.406589
Trigonoceps occipitalis,NA,3.97,2.1625,1.3101,2,0.62696,0.67490000000000006
Sagittarius serpentarius,NA,3.6771,2.1204,1.213443,2,0.55775,0.625107
Falco biarmicus,NA,0.5466,1.0291,0.180378,2,0.11231,0.092922
Falco chicquera,NA,0.21619999999999998,0.6866,0.07134599999999999,2,0.05916,0.036754
Falco concolor,NA,0.125,0.7098,0.04125,2,0.05753,0.02125
Falco dickinsoni,NA,0.189,0.6691,0.06237,2,0.0523,0.032130000000000006
Falco naumanni,NA,0.121,0.7217,0.03993,2,0.05576,0.02057
Falco peregrinus,NA,0.477,1.032,0.15741,2,0.101795,0.08109
Falco rupicoloides,NA,0.2553,0.836,0.08424900000000002,2,0.08449,0.04340100000000001
Falco tinnunculus,NA,0.1815,0.7139,0.059895000000000004,2,0.06344,0.030855
Falco vespertinus,NA,0.1125,0.6972,0.037125000000000005,2,0.05437,0.019125000000000003
Polihierax semitorquatus,NA,0.0595,0.3717,0.019635,2,0.02045,0.010115
Asio capensis,NA,0.3533,0.9154,0.11658900000000001,2,0.1243,0.060061
Bubo africanus,NA,0.7416,1.1329,0.24472800000000003,2,0.20573,0.12607200000000002
Bubo capensis,NA,1.0642,1.2493,0.35118600000000005,2,0.23579,0.18091400000000002
Glaucidium capense,NA,0.0933,0.4036,0.030789,2,0.02948,0.015861
Glaucidium perlatum,NA,0.0884,0.3862,0.029172000000000003,2,0.02478,0.015028000000000001
Otus senegalensis,NA,0.08009999999999999,0.4678,0.026432999999999998,2,0.03368,0.013616999999999999
Ptilopsis leucotis,NA,0.22569999999999998,0.6668,0.07448099999999999,2,0.06769,0.038369
Strix woodfordii,NA,0.3448,0.7879,0.11378400000000001,2,0.12031,0.058616
Tyto alba,NA,0.3489,0.9086,0.115137,2,0.11429,0.059313000000000005
Tyto capensis,NA,0.4139,1.03825,0.13658700000000001,2,0.15201,0.07036300000000001
Acrocephalus schoenobaenus,f,0.0111,0.1919,0.0036630000000000005,1,0.00724,0.0018870000000000002
Acrocephalus schoenobaenus,m,0.0114,0.1972,0.003762,1,0.00768,0.0019380000000000003
Acrocephalus scirpaceus,f,0.012199999999999999,0.1936,0.004026,1,0.00743,0.002074
Acrocephalus scirpaceus,m,0.012199999999999999,0.1956,0.004026,1,0.00802,0.002074
Alauda arvensis,f,0.033100000000000004,0.324,0.010923000000000002,1,0.018,0.005627000000000001
Alauda arvensis,m,0.0349,0.3539,0.011517000000000001,1,0.0198,0.005933000000000001
Plectrophenax nivalis,f,0.0363,0.3019,0.011979,1,0.01484,0.006171
Plectrophenax nivalis,m,0.0364,0.3208,0.012012000000000002,1,0.01612,0.006188000000000001
Emberiza citrinella,f,0.0268,0.2697,0.008844000000000001,1,0.013,0.004556
Emberiza citrinella,m,0.027899999999999998,0.2723,0.009207,1,0.01368,0.004743
Chloris chloris,f,0.0304,0.2598,0.010032000000000001,1,0.01281,0.005168000000000001
Chloris chloris,m,0.027399999999999997,0.2739,0.009042,1,0.01383,0.004658
Fringilla coelebs,f,0.0224,0.2624,0.007392,1,0.01305,0.003808
Fringilla coelebs,m,0.0247,0.2688,0.008151,1,0.01344,0.0041990000000000005
Anthus pratensis,f,0.0189,0.2482,0.006237,1,0.01031,0.003213
Anthus pratensis,m,0.0201,0.2699,0.006633,1,0.01167,0.0034170000000000003
Motacilla alba,f,0.0228,0.2749,0.007524,1,0.01257,0.0038760000000000005
Motacilla alba,m,0.0251,0.275,0.008283,1,0.01297,0.004267000000000001
Erithacus rubecula,f,0.020300000000000002,0.2286,0.006699000000000001,1,0.00972,0.0034510000000000005
Erithacus rubecula,m,0.020300000000000002,0.2306,0.006699000000000001,1,0.01,0.0034510000000000005
Luscinia svecica,f,0.0161,0.2124,0.005313,1,0.00995,0.0027370000000000003
Luscinia svecica,m,0.016300000000000002,0.2266,0.005379000000000001,1,0.01094,0.0027710000000000005
Passer domesticus,f,0.027800000000000002,0.2322,0.009174000000000002,1,0.01013,0.004726000000000001
Passer domesticus,m,0.027800000000000002,0.235,0.009174000000000002,1,0.01062,0.004726000000000001
Curruca communis,f,0.0148,0.211,0.004884,1,0.0091,0.0025160000000000004
Curruca communis,m,0.0149,0.2268,0.004917,1,0.01007,0.002533
Curruca curruca,f,0.011,0.2001,0.00363,1,0.00689,0.00187
Curruca curruca,m,0.011800000000000001,0.2036,0.0038940000000000008,1,0.00724,0.0020060000000000004
Turdus merula,f,0.098,0.3895,0.03234,1,0.03043,0.01666
Turdus merula,m,0.0987,0.3895,0.032571,1,0.03235,0.016779000000000002
Turdus pilaris,f,0.11259999999999999,0.4327,0.037158,1,0.03405,0.019142
Turdus pilaris,m,0.11370000000000001,0.4474,0.037521000000000006,1,0.03679,0.019329000000000002
Catharus fuscescens,NA,0.02529,0.29941,0.008345700000000001,1,0.014908,0.004299300000000001
Catharus minimus,NA,0.0050999999999999995,0.30536,0.0016829999999999998,1,0.005026,8.669999999999999e-4
Catharus ustulatus,NA,0.027649999999999997,0.29713,0.009124499999999999,1,0.014177,0.0047005
Hylocichla mustelina,NA,0.04018,0.32735,0.013259400000000001,1,0.017956,0.006830600000000001
Aethia cristatella,NA,0.277,0.48,0.09141000000000002,2,0.0283,0.04709000000000001
Aethia psittacula,NA,0.282,0.502,0.09305999999999999,2,0.0334,0.047939999999999997
Aethia pusilla,NA,0.104,0.325,0.03432,2,0.0144,0.01768
Alca torda,NA,0.62,0.661,0.2046,2,0.0462,0.10540000000000001
Brachyramphus marmoratus,NA,0.226,0.443,0.07458000000000001,2,0.024,0.03842
Cepphus columba,NA,0.47,0.578,0.1551,2,0.0422,0.0799
Cerorhinca monocerata,NA,0.56,0.615,0.18480000000000002,2,0.044,0.09520000000000002
Fratercula arctica,NA,0.398,0.549,0.13134,2,0.0369,0.06766000000000001
Fratercula cirrhata,NA,0.799,0.662,0.26367,2,0.0512,0.13583
Fratercula corniculata,NA,0.663,0.607,0.21879,2,0.0434,0.11271000000000002
Ptychoramphus aleuticus,NA,0.19,0.441,0.0627,2,0.0262,0.0323
Synthliboramphus antiquus,NA,0.215,0.446,0.07095,2,0.0244,0.03655
Synthliboramphus craveri,NA,0.172,0.412,0.05676,2,0.0189,0.02924
Synthliboramphus hypoleucus,NA,0.2,0.421,0.066,2,0.0207,0.034
Uria aalge,NA,1.05,0.73,0.34650000000000003,2,0.056,0.17850000000000002
Uria lomvia,NA,1.033,0.727,0.34088999999999997,2,0.056,0.17561
Creagrus furcatus,NA,0.69,1.368,0.22769999999999999,2,0.1878,0.1173
Gygis alba,NA,0.095,0.725,0.03135,2,0.0522,0.01615
Larosterna inca,NA,0.219,0.87,0.07227,2,0.0765,0.037230000000000006
Larus argentatus,NA,1.102,1.486,0.36366000000000004,2,0.2284,0.18734000000000003
Larus californicus,NA,0.56,1.21,0.18480000000000002,2,0.1478,0.09520000000000002
Larus glaucescens,NA,1.176,1.458,0.38808,2,0.2458,0.19992000000000001
Larus glaucoides,NA,0.897,1.376,0.29601,2,0.1993,0.15249000000000001
Larus heermanni,NA,0.469,1.135,0.15477,2,0.1308,0.07973
Larus marinus,NA,1.56,1.69,0.5148,2,0.317,0.26520000000000005
Larus occidentalis,NA,1.037,1.436,0.34221,2,0.2235,0.17629
Larus pipixcan,NA,0.255,1.015,0.08415,2,0.0945,0.04335000000000001
Onychoprion fuscatus,NA,0.176,0.84,0.05808,2,0.0712,0.02992
Rissa tridactyla,NA,0.368,1.038,0.12144,2,0.1015,0.06256
Sterna forsteri,NA,0.141,0.782,0.046529999999999995,2,0.0589,0.023969999999999998
Sterna paradisaea,NA,0.103,0.733,0.03399,2,0.0495,0.01751
Phalaropus fulicarius,NA,0.039,0.424,0.012870000000000001,2,0.0228,0.0066300000000000005
Phalaropus lobatus,NA,0.037,0.352,0.01221,2,0.0195,0.0062900000000000005
Catharacta lonnbergi,NA,1.44,1.37,0.4752,2,0.2286,0.24480000000000002
Stercorarius longicaudus,NA,0.275,0.956,0.09075000000000001,2,0.088,0.04675000000000001
Catharacta maccormicki,NA,1.237,1.34,0.4082100000000001,2,0.207,0.21029000000000003
Stercorarius parasiticus,NA,0.367,1.038,0.12111000000000001,2,0.1115,0.06239
Stercorarius pomarinus,NA,0.654,1.176,0.21582,2,0.1533,0.11118000000000001
Catharacta skua,NA,1.35,1.37,0.44550000000000006,2,0.214,0.22950000000000004
Pelecanus occidentalis,NA,4.12,2.224,1.3596000000000001,2,0.492,0.7004
Phaethon aethereus,NA,0.638,1.005,0.21054,2,0.1095,0.10846000000000001
Phaethon rubricauda,NA,0.765,1.133,0.25245,2,0.1228,0.13005
Phoebastria immutabilis,NA,3.375,2.02,1.11375,2,0.3215,0.5737500000000001
Phoebastria irrorata,NA,2.92,2.215,0.9636,2,0.3455,0.4964
Phoebastria nigripes,NA,3.98,2.265,1.3134000000000001,2,0.3607,0.6766000000000001
Phoebetria palpebrata,NA,2.84,2.18,0.9372,2,0.338,0.4828
Thalassarche chrysostoma,NA,3.79,2.18,1.2507000000000001,2,0.352,0.6443000000000001
Thalassarche melanophris,NA,3.79,2.16,1.2507000000000001,2,0.356,0.6443000000000001
Hydrobates leucorhous,NA,0.041,0.469,0.01353,2,0.0286,0.0069700000000000005
Hydrobates tethys,NA,0.024,0.394,0.00792,2,0.0202,0.00408
Fregetta grallaria,NA,0.045,0.447,0.01485,2,0.0283,0.0076500000000000005
Nesofregetta fuliginosa,NA,0.07,0.515,0.023100000000000002,2,0.0409,0.011900000000000003
Oceanites oceanicus,NA,0.038,0.393,0.01254,2,0.0219,0.0064600000000000005
Pelagodroma marina,NA,0.041,0.434,0.01353,2,0.0266,0.0069700000000000005
Aphrodroma brevirostris,NA,0.34,0.883,0.11220000000000001,2,0.0681,0.05780000000000001
Ardenna bulleri,NA,0.397,0.997,0.13101000000000002,2,0.1036,0.06749000000000001
Ardenna grisea,NA,0.799,1.026,0.26367,2,0.0893,0.13583
Ardenna pacifica,NA,0.385,1.04,0.12705,2,0.1051,0.06545000000000001
Ardenna tenuirostris,NA,0.502,0.93,0.16566,2,0.0763,0.08534000000000001
Bulweria bulwerii,NA,0.09,0.65,0.0297,2,0.045,0.015300000000000001
Daption capense,NA,0.444,0.873,0.14652,2,0.0785,0.07548
Fulmarus glacialis,NA,0.693,1.035,0.22869,2,0.1095,0.11781
Fulmarus glacialoides,NA,0.776,1.062,0.25608000000000003,2,0.1169,0.13192
Halobaena caerulea,NA,0.203,0.699,0.06699000000000001,2,0.0491,0.034510000000000006
Pachyptila belcheri,NA,0.15,0.592,0.0495,2,0.0411,0.025500000000000002
Pachyptila vittata,NA,0.168,0.621,0.05544,2,0.0467,0.028560000000000006
Pagodroma nivea,NA,0.329,0.826,0.10857000000000001,2,0.0711,0.05593000000000001
Pelecanoides georgicus,NA,0.114,0.381,0.03762,2,0.02,0.01938
Pelecanoides urinatrix,NA,0.15,0.425,0.0495,2,0.0221,0.025500000000000002
Procellaria aequinoctialis,NA,1.37,1.4,0.45210000000000006,2,0.169,0.23290000000000002
Pseudobulweria rostrata,NA,0.411,1.047,0.13563,2,0.0938,0.06987
Pterodroma alba,NA,0.287,0.947,0.09471,2,0.0803,0.04879
Pterodroma brevipes,NA,0.121,0.713,0.03993,2,0.0524,0.02057
Pterodroma cervicalis,NA,0.412,1.053,0.13596,2,0.0998,0.07004
Pterodroma externa,NA,0.421,1.067,0.13893,2,0.1041,0.07157000000000001
Pterodroma heraldica,NA,0.266,0.934,0.08778000000000001,2,0.0778,0.04522
Pterodroma hypoleuca,NA,0.172,0.766,0.05676,2,0.0551,0.02924
Pterodroma inexpectata,NA,0.358,0.842,0.11814,2,0.0633,0.060860000000000004
Pterodroma leucoptera,NA,0.16,0.748,0.05280000000000001,2,0.0559,0.027200000000000002
Pterodroma longirostris,NA,0.143,0.718,0.047189999999999996,2,0.0529,0.02431
Pterodroma neglecta,NA,0.369,1.01,0.12177,2,0.0968,0.06273000000000001
Pterodroma nigripennis,NA,0.151,0.756,0.04983,2,0.0559,0.025670000000000002
Pterodroma pycrofti,NA,0.112,0.693,0.03696,2,0.0495,0.01904
Pterodroma ultima,NA,0.374,0.962,0.12342,2,0.0867,0.06358
Puffinus nativitatis,NA,0.335,0.831,0.11055000000000001,2,0.0694,0.05695000000000001
Puffinus newelli,NA,0.378,0.8,0.12474,2,0.0623,0.06426000000000001
Thalassoica antarctica,NA,0.733,1.035,0.24189,2,0.0963,0.12461000000000001
Fregata minor,NA,1.23,1.98,0.40590000000000004,2,0.354,0.2091
Gulosus aristotelis,NA,1.81,1.04,0.5973,2,0.158,0.30770000000000003
Leucocarbo atriceps,NA,2.23,1.13,0.7359,2,0.183,0.37910000000000005
Urile pelagicus,NA,1.156,0.954,0.38148,2,0.145,0.19652
Urile penicillatus,NA,1.869,1.083,0.61677,2,0.1865,0.31773
Morus bassanus,NA,3.01,1.85,0.9933,2,0.262,0.5117
Sula dactylatra,NA,1.75,1.563,0.5775,2,0.2148,0.29750000000000004
Sula leucogaster,NA,1.348,1.475,0.44484000000000007,2,0.1995,0.22916000000000003
Sula nebouxii,NA,1.428,1.555,0.47124,2,0.2126,0.24276
Sula sula,NA,1.195,1.526,0.39435000000000003,2,0.2119,0.20315000000000003
Anous stolidus,NA,0.19,0.85,0.0627,2,0.08,0.0323
Gygis alba,NA,0.11,0.7,0.0363,2,0.04,0.0187
Onychoprion fuscatus,NA,0.2,0.9,0.066,2,0.07,0.034
Phaethon rubricauda,NA,0.65,1.11,0.21450000000000002,2,0.11,0.11050000000000001
Ardenna pacifica,NA,0.38,1.01,0.1254,2,0.1,0.0646
Puffinus nativitatis,NA,0.34,0.82,0.11220000000000001,2,0.07,0.05780000000000001
Sula dactylatra,NA,1.9,1.64,0.627,2,0.22,0.323
Sula leucogaster,NA,1.26,1.52,0.4158,2,0.19,0.21420000000000003
Sula sula,NA,1.1,1.5,0.36300000000000004,2,0.2,0.18700000000000003
Cinnyris osea,NA,0.00617,0.1504,0.0020361000000000003,1,0.004856,0.0010489000000000002
Sturnus vulgaris,NA,0.07011,0.378,0.023136300000000002,1,0.023021,0.011918700000000003
Accipiter brevipes,NA,0.195,0.7,0.06435,2,0.0739,0.033150000000000006
Accipiter nisus,NA,0.277,0.67,0.09141000000000002,2,0.0768,0.04709000000000001
Aquila chrysaetos,NA,4.069,2.03,1.34277,2,0.597,0.6917300000000001
Aquila nipalensis,NA,2.9,2.03,0.957,2,0.4853,0.493
Buteo buteo,NA,0.885,1.24,0.29205000000000003,2,0.2689,0.15045
Buteo lagopus,NA,0.943,1.35,0.31119,2,0.3324,0.16031
Circus aeruginosus,NA,0.653,1.16,0.21549000000000001,2,0.204,0.11101000000000001
Circus cyaneus,NA,0.433,1.1,0.14289000000000002,2,0.1568,0.07361000000000001
Circus macrourus,NA,0.42,1.09,0.1386,2,0.1483,0.0714
Circus pygargus,NA,0.291,1.09,0.09603,2,0.135,0.04947
Clanga pomarina,NA,1.391,1.47,0.45903000000000005,2,0.5153,0.23647
Haliaeetus albicilla,NA,4.967,2.18,1.63911,2,0.8824,0.84439
Hieraaetus pennatus,NA,0.828,1.11,0.27324,2,0.2004,0.14076
Milvus migrans,NA,0.815,1.52,0.26895,2,0.2805,0.13855
Milvus milvus,NA,1.012,1.66,0.33396000000000003,2,0.3248,0.17204000000000003
Neophron percnopterus,NA,2.062,1.65,0.68046,2,0.3555,0.35054
Pernis apivorus,NA,0.778,1.26,0.25674,2,0.2471,0.13226000000000002
Pandion haliaetus,NA,1.578,1.6,0.5207400000000001,2,0.3201,0.26826000000000005
Anas acuta,NA,1.024,0.9,0.33792,2,0.0879,0.17408
Anas crecca,NA,0.348,0.59,0.11484,2,0.0428,0.05916
Anas platyrhynchos,NA,1.082,0.88,0.35706000000000004,2,0.1062,0.18394000000000002
Anser albifrons,NA,2.582,1.41,0.85206,2,0.1835,0.43894
Anser anser,NA,3.326,1.55,1.09758,2,0.3079,0.56542
Anser fabalis,NA,3.035,1.62,1.0015500000000002,2,0.2675,0.51595
Aythya ferina,NA,0.823,0.77,0.27159,2,0.0615,0.13991
Aythya fuligula,NA,0.694,0.71,0.22902,2,0.0474,0.11798
Aythya marila,NA,0.931,0.82,0.30723000000000006,2,0.0621,0.15827000000000002
Branta bernicla,NA,1.306,1.01,0.43098000000000003,2,0.1129,0.22202000000000002
Branta canadensis,NA,3.628,1.69,1.19724,2,0.3717,0.6167600000000001
Branta leucopsis,NA,1.705,1.08,0.5626500000000001,2,0.115,0.28985000000000005
Bucephala clangula,NA,0.901,0.7,0.29733000000000004,2,0.0598,0.15317000000000003
Clangula hyemalis,NA,0.874,0.71,0.28842,2,0.0669,0.14858000000000002
Cygnus columbianus,NA,6.637,1.98,2.19021,2,0.4608,1.12829
Cygnus cygnus,NA,8.689,2.29,2.86737,2,0.6045,1.47713
Cygnus olor,NA,10.597,2.3,3.49701,2,0.6504,1.80149
Mareca penelope,NA,0.783,0.82,0.25839,2,0.0814,0.13311
Melanitta fusca,NA,1.743,0.97,0.5751900000000001,2,0.101,0.29631
Melanitta nigra,NA,0.99,0.85,0.3267,2,0.0679,0.1683
Mergus merganser,NA,1.489,0.93,0.49137000000000003,2,0.0767,0.25313
Mergus serrator,NA,1.004,0.87,0.33132,2,0.0678,0.17068000000000003
Somateria mollissima,NA,2.015,0.98,0.66495,2,0.131,0.34255
Somateria spectabilis,NA,1.591,0.93,0.52503,2,0.108,0.27047
Apus apus,NA,0.038,0.4,0.01254,2,0.0168,0.0064600000000000005
Apus pallidus,NA,0.042,0.44,0.01386,2,0.0263,0.007140000000000001
Tachymarptis melba,NA,0.078,0.57,0.025740000000000002,2,0.0304,0.013260000000000001
Charadrius hiaticula,NA,0.064,0.41,0.02112,2,0.0179,0.01088
Pluvialis squatarola,NA,0.219,0.62,0.07227,2,0.042,0.037230000000000006
Vanellus vanellus,NA,0.219,0.75,0.07227,2,0.0744,0.037230000000000006
Haematopus ostralegus,NA,0.523,0.82,0.17259000000000002,2,0.081,0.08891000000000002
Chlidonias leucopterus,NA,0.054,0.65,0.01782,2,0.0545,0.00918
Larus ridibundus,NA,0.283,0.97,0.09339,2,0.0976,0.04811
Larus argentatus,NA,1.142,1.34,0.37686,2,0.1968,0.19414
Larus canus,NA,0.411,1.11,0.13563,2,0.1246,0.06987
Larus fuscus,NA,0.719,1.34,0.23727,2,0.1934,0.12223
Larus marinus,NA,1.669,1.67,0.5507700000000001,2,0.2881,0.28373000000000004
Rissa tridactyla,NA,0.408,0.96,0.13464,2,0.0953,0.06936
Sterna paradisaea,NA,0.11,0.8,0.0363,2,0.0571,0.0187
Arenaria interpres,NA,0.111,0.47,0.03663,2,0.0252,0.01887
Calidris alpina,NA,0.054,0.36,0.01782,2,0.0156,0.00918
Calidris canutus,NA,0.128,0.5,0.04224,2,0.0286,0.02176
Calidris pugnax,NA,0.114,0.55,0.03762,2,0.0388,0.01938
Gallinago gallinago,NA,0.132,0.52,0.04356,2,0.0476,0.02244
Limosa lapponica,NA,0.318,0.73,0.10494,2,0.052,0.054060000000000004
Numenius arquata,NA,0.794,0.97,0.26202000000000003,2,0.1182,0.13498000000000002
Numenius phaeopus,NA,0.383,1.07,0.12639,2,0.1365,0.06511
Phalaropus fulicarius,NA,0.054,0.42,0.01782,2,0.0196,0.00918
Phalaropus lobatus,NA,0.033,0.34,0.01089,2,0.0146,0.00561
Tringa glareola,NA,0.066,0.4,0.02178,2,0.0203,0.01122
Tringa nebularia,NA,0.174,0.61,0.05742,2,0.0406,0.02958
Stercorarius longicaudus,NA,0.297,1,0.09801,2,0.0891,0.05049
Stercorarius parasiticus,NA,0.438,1.06,0.14454,2,0.1175,0.07446000000000001
Ciconia ciconia,NA,3.432,1.91,1.13256,2,0.5326,0.5834400000000001
Ciconia nigra,NA,3,1.5,0.99,2,0.2842,0.51
Columba oenas,NA,0.295,0.75,0.09735,2,0.0532,0.05015
Columba palumbus,NA,0.49,0.75,0.1617,2,0.0842,0.0833
Merops apiaster,NA,0.057,0.47,0.01881,2,0.0273,0.00969
Falco eleonorae,NA,0.387,0.95,0.12771000000000002,2,0.1041,0.06579
Falco naumanni,NA,0.151,0.65,0.04983,2,0.0611,0.025670000000000002
Falco peregrinus,NA,0.789,1.02,0.26037000000000005,2,0.1257,0.13413000000000003
Falco subbuteo,NA,0.238,0.74,0.07854,2,0.0667,0.04046
Falco tinnunculus,NA,0.203,0.73,0.06699000000000001,2,0.0708,0.034510000000000006
Gavia arctica,NA,2.543,1.2,0.8391900000000001,2,0.1196,0.4323100000000001
Gavia stellata,NA,1.505,1.04,0.49665,2,0.089,0.25585
Grus grus,NA,5.614,2.22,1.8526200000000002,2,0.5855,0.95438
Porzana porzana,NA,0.078,0.38,0.025740000000000002,2,0.0236,0.013260000000000001
Alauda arvensis,NA,0.039,0.35,0.012870000000000001,1,0.0207,0.0066300000000000005
Lullula arborea,NA,0.027,0.29,0.00891,1,0.0164,0.00459
Corvus monedula,NA,0.245,0.65,0.08085,1,0.0684,0.04165
Corvus corax,NA,1.149,1.21,0.37917,1,0.2472,0.19533000000000003
Corvus corone,NA,0.566,0.91,0.18678,1,0.1378,0.09622
Corvus frugilegus,NA,0.488,0.93,0.16104000000000002,1,0.138,0.08296
Garrulus glandarius,NA,0.162,0.54,0.05346000000000001,1,0.0644,0.027540000000000002
Nucifraga caryocatactes,NA,0.173,0.58,0.05709,1,0.0584,0.02941
Carduelis carduelis,NA,0.016,0.24,0.00528,1,0.0093,0.00272
Chloris chloris,NA,0.028,0.25,0.00924,1,0.0123,0.00476
Fringilla coelebs,NA,0.022,0.26,0.00726,1,0.0132,0.00374
Fringilla montifringilla,NA,0.024,0.27,0.00792,1,0.0126,0.00408
Linaria cannabina,NA,0.015,0.24,0.00495,1,0.0095,0.00255
Pyrrhula pyrrhula,NA,0.022,0.27,0.00726,1,0.0136,0.00374
Spinus spinus,NA,0.014,0.21,0.00462,1,0.0076,0.00238
Delichon urbicum,NA,0.015,0.29,0.00495,1,0.0104,0.00255
Hirundo rustica,NA,0.016,0.32,0.00528,1,0.0136,0.00272
Ptyonoprogne rupestris,NA,0.019,0.32,0.00627,1,0.0116,0.0032300000000000002
Riparia riparia,NA,0.015,0.27,0.00495,1,0.0096,0.00255
Anthus pratensis,NA,0.018,0.26,0.00594,1,0.0123,0.00306
Anthus trivialis,NA,0.022,0.27,0.00726,1,0.0126,0.00374
Motacilla alba,NA,0.021,0.26,0.00693,1,0.0119,0.0035700000000000007
Motacilla flava,NA,0.018,0.26,0.00594,1,0.0103,0.00306
Oenanthe oenanthe,NA,0.023,0.28,0.00759,1,0.0143,0.00391
Parus major,NA,0.019,0.23,0.00627,1,0.0109,0.0032300000000000002
Periparus ater,NA,0.009,0.18,0.00297,1,0.0073,0.00153
Prunella modularis,NA,0.02,0.21,0.006600000000000001,1,0.009,0.0034000000000000002
Sturnus vulgaris,NA,0.083,0.38,0.02739,1,0.0244,0.014110000000000001
Turdus iliacus,NA,0.061,0.36,0.020130000000000002,1,0.0223,0.01037
Turdus philomelos,NA,0.068,0.36,0.02244,1,0.0218,0.01156
Turdus pilaris,NA,0.105,0.42,0.03465,1,0.0299,0.01785
Turdus viscivorus,NA,0.114,0.44,0.03762,1,0.0333,0.01938
Ardea alba,NA,0.888,1.44,0.29304,2,0.2443,0.15096
Ardea cinerea,NA,1.439,1.73,0.47487,2,0.3716,0.24463000000000001
Ardea purpurea,NA,0.906,1.35,0.29898,2,0.2488,0.15402000000000002
Ardeola ralloides,NA,0.287,0.86,0.09471,2,0.1114,0.04879
Botaurus stellaris,NA,1.133,1.26,0.37389,2,0.2727,0.19261
Nycticorax nycticorax,NA,0.763,1.06,0.25179,2,0.1589,0.12971000000000002
Pelecanus onocrotalus,NA,8.504,2.91,2.80632,2,0.9554,1.44568
Platalea leucorodia,NA,1.857,1.3,0.6128100000000001,2,0.2415,0.31569
Plegadis falcinellus,NA,0.566,0.89,0.18678,2,0.0986,0.09622
Phoenicopterus ruber,NA,3.053,1.53,1.00749,2,0.2715,0.51901
Phalacrocorax carbo,NA,2.227,1.4,0.73491,2,0.224,0.37859
Accipiter cooperii,NA,0.528,0.832,0.17424,2,0.12,0.08976
Accipiter gentilis,NA,0.754,1.05,0.24882,2,0.177,0.12818000000000002
Accipiter nisus,NA,0.255,0.682,0.08415,2,0.0767,0.04335000000000001
Accipiter striatus,NA,0.145,0.601,0.04785,2,0.0658,0.024650000000000002
Aegypius monachus,NA,9.9,3.04,3.2670000000000003,2,1.4,1.6830000000000003
Aquila chrysaetos,NA,4.39,2.01,1.4486999999999999,2,0.612,0.7463
Aquila rapax,NA,2,1.78,0.66,2,0.447,0.34
