name,sex,bodymass,wingspan,fat_mass,order,wingarea,muscle_mass
Curruca hortensis,NA,0.021,0.24,0.00693,1,0.0112,0.0035700000000000007
Sylvia atricapilla,NA,0.021,0.23,0.00693,1,0.0098,0.0035700000000000007
Sylvia borin,NA,0.017,0.23,0.00561,1,0.0095,0.00289
Turdus merula,NA,0.098,0.39,0.03234,1,0.0297,0.01666
Turdus philomelos,NA,0.072,0.36,0.02376,1,0.0226,0.01224
Turdus pilaris,NA,0.093,0.43,0.030690000000000002,1,0.0335,0.01581
Turdus torquatus,NA,0.105,0.44,0.03465,1,0.033,0.01785
Turdus viscivorus,NA,0.135,0.47,0.044550000000000006,1,0.0358,0.02295
Ardea cinerea,NA,1.21,1.6,0.3993,2,0.358,0.20570000000000002
Ardea purpurea,NA,1.109,1.37,0.36597,2,0.2488,0.18853
Egretta garzetta,NA,0.5,0.92,0.165,2,0.115,0.085
Nycticorax nycticorax,NA,0.656,1.1,0.21648,2,0.16,0.11152000000000001
Pelecanus onocrotalus,NA,7.3,2.86,2.4090000000000003,2,0.934,1.241
Platalea leucorodia,NA,1.501,1.26,0.49533,2,0.2341,0.25517
Phoenicopterus ruber,NA,3,1.53,0.99,2,0.2715,0.51
Jynx torquilla,NA,0.03,0.29,0.0099,2,0.015,0.0051
Podiceps cristatus,NA,1,0.81,0.33,2,0.0855,0.17
Pterocles coronatus,NA,0.3,0.57,0.099,2,0.0432,0.051000000000000004
Pterocles orientalis,NA,0.41,0.72,0.1353,2,0.0721,0.0697
Asio flammeus,NA,0.35,1.03,0.11549999999999999,2,0.1343,0.0595
Asio otus,NA,0.28,0.94,0.09240000000000001,2,0.13,0.04760000000000001
Phalacrocorax carbo,NA,2.556,1.35,0.84348,2,0.2243,0.43452
Calonectris leucomelas,f,0.48,1.1066,0.1584,2,0.12205,0.0816
Calonectris leucomelas,m,0.55,1.1305,0.18150000000000002,2,0.1302,0.09350000000000001
Hydroprogne caspia,NA,0.662,1.28,0.21846000000000002,2,0.1289,0.11254000000000002
Sterna hirundo,NA,0.133,0.81,0.043890000000000005,2,0.0556,0.02261
Sterna hirundo,NA,0.131,0.77,0.043230000000000005,2,0.0488,0.02227
Sterna paradisaea,NA,0.122,0.8,0.040260000000000004,2,0.0529,0.02074
Sterna paradisaea,NA,0.096,0.72,0.03168,2,0.0449,0.01632
Sternula albifrons,NA,0.051,0.48,0.01683,2,0.0194,0.00867
Sternula albifrons,NA,0.051,0.51,0.01683,2,0.0202,0.00867
Thalasseus sandvicensis,NA,0.242,0.99,0.07986,2,0.0735,0.04114
Accipiter gentilis,NA,0.93475,1.059125,0.3084675,2,0.19282625,0.1589075
Accipiter nisus,NA,0.2375,0.7337,0.078375,2,0.092866,0.040375
Aquila chrysaetos,NA,4.2635,1.99,1.406955,2,0.66198,0.724795
Buteo buteo,NA,0.776,1.245272727,0.25608000000000003,2,0.255015455,0.13192
Buteo lagopus,NA,0.956,1.247,0.31548,2,0.24455,0.16252
Circaetus gallicus,NA,1.6995,1.775,0.5608350000000001,2,0.45793,0.28891500000000003
Circus cyaneus,NA,0.401,1.168,0.13233,2,0.21396,0.06817000000000001
Anas crecca,NA,0.3055,0.5946,0.100815,2,0.04953,0.051935
Anas platyrhynchos,NA,1.141,0.858,0.37653000000000003,2,0.10946,0.19397
Aythya ferina,NA,0.823,0.71425,0.27159,2,0.065785,0.13991
Aythya fuligula,NA,0.7015,0.675666667,0.231495,2,0.059313333,0.11925500000000001
Netta rufina,NA,1.118,0.871,0.36894000000000005,2,0.1041,0.19006000000000003
Spatula querquedula,NA,0.326,0.59,0.10758000000000001,2,0.0544,0.055420000000000004
Tachymarptis melba,NA,0.09644,0.535,0.0318252,2,0.03195,0.0163948
Upupa epops,NA,0.061399999999999996,0.458,0.020262,2,0.043066667,0.010438
Caprimulgus europaeus,NA,0.067,0.54,0.02211,2,0.04051,0.01139
Larus ridibundus,NA,0.284,0.9405,0.09372,2,0.103515,0.048279999999999997
Larus michahellis,NA,1.154,1.379,0.38082,2,0.24742,0.19618
Sterna hirundo,NA,0.12,0.75,0.0396,2,0.05866,0.0204
Gallinago gallinago,NA,0.105,0.425,0.03465,2,0.02607,0.01785
Scolopax rusticola,NA,0.3095,0.682,0.102135,2,0.06807,0.052615
Tringa glareola,NA,0.0675,0.412,0.022275000000000003,2,0.02011,0.011475
Tringa nebularia,NA,0.187,0.592,0.06171,2,0.044385,0.03179
Ciconia ciconia,NA,3.448,1.871,1.13784,2,0.48661,0.58616
Ciconia nigra,NA,2.926,1.805,0.9655800000000001,2,0.49137,0.4974200000000001
Columba livia,NA,0.3545,0.6625,0.116985,2,0.0701075,0.060265
Streptopelia decaocto,NA,0.149,0.49875,0.04917,2,0.0472825,0.025330000000000002
Alcedo atthis,NA,0.0358,0.278285714,0.011814,2,0.012795714,0.006086
Coracias garrulus,NA,0.146,0.65775,0.04818,2,0.066075,0.024820000000000002
Merops apiaster,NA,0.056600000000000004,0.452714286,0.018678000000000004,2,0.028277143,0.009622000000000002
Cuculus canorus,NA,0.1115,0.631,0.036795,2,0.0612,0.018955000000000003
Falco cherrug,NA,0.966,1.078,0.31878,2,0.16057,0.16422
Falco peregrinus,NA,0.6975,1.1155,0.23017500000000002,2,0.155345,0.11857500000000001
Falco subbuteo,NA,0.2095,0.742,0.069135,2,0.07524,0.035615
Falco tinnunculus,NA,0.184,0.753545455,0.06072,2,0.084679091,0.03128
Falco vespertinus,NA,0.1525,0.725,0.050325,2,0.06696,0.025925
Perdix perdix,NA,0.4055,0.519333333,0.13381500000000002,2,0.051436667,0.06893500000000001
Phasianus colchicus,NA,1.135,0.8098,0.37455,2,0.144726,0.19295
Tetrastes bonasia,NA,0.429,0.538,0.14157,2,0.05833,0.07293000000000001
Gavia arctica,NA,3.0795,1.254,1.016235,2,0.16986,0.5235150000000001
Crex crex,NA,0.1555,0.4794,0.051315,2,0.040716,0.026435
Fulica atra,NA,0.836,0.7635,0.27588,2,0.09026,0.14212
Gallinula chloropus,NA,0.305,0.56,0.10065,2,0.05137,0.05185
Porzana porzana,NA,0.0871,0.404,0.028743,2,0.02774,0.014807
Rallus aquaticus,NA,0.1115,0.412333333,0.036795,2,0.03347,0.018955000000000003
Zapornia parva,NA,0.0497,0.296,0.016401000000000002,2,0.0136,0.008449000000000002
Acrocephalus arundinaceus,NA,0.03,0.2958,0.0099,1,0.017084,0.0051
Acrocephalus palustris,NA,0.0115,0.2084,0.003795,1,0.008084,0.001955
Acrocephalus schoenobaenus,NA,0.0112,0.2018,0.003696,1,0.00827,0.001904
Acrocephalus scirpaceus,NA,0.0123,0.20025,0.004059,1,0.00831,0.002091
Hippolais icterina,NA,0.0132,0.235,0.0043560000000000005,1,0.011012,0.0022440000000000003
Aegithalos caudatus,NA,0.0086,0.180375,0.0028380000000000002,1,0.00729375,0.0014620000000000002
Alauda arvensis,NA,0.03995,0.364,0.0131835,1,0.02443,0.006791500000000001
Galerida cristata,NA,0.04283,0.353,0.014133900000000001,1,0.02399,0.0072811
Bombycilla garrulus,NA,0.054450000000000005,0.35,0.017968500000000002,1,0.020075,0.0092565
Certhia familiaris,NA,0.009,0.1975,0.00297,1,0.008915,0.00153
Cinclus cinclus,NA,0.061700000000000005,0.283,0.020361000000000004,1,0.014326667,0.010489000000000002
Corvus monedula,NA,0.246,0.6636,0.08118,1,0.072668,0.04182
Corvus cornix,NA,0.57,0.9075,0.1881,1,0.1479,0.0969
Corvus frugilegus,NA,0.4535,0.868,0.149655,1,0.12889,0.07709500000000001
Garrulus glandarius,NA,0.168,0.534333333,0.05544,1,0.065982222,0.028560000000000006
Pica pica,NA,0.206,0.5528,0.06798,1,0.068088,0.03502
Emberiza calandra,NA,0.04875,0.297,0.0160875,1,0.01781,0.008287500000000001
Emberiza cia,NA,0.02345,0.262666667,0.0077385,1,0.01514,0.0039865000000000005
Emberiza citrinella,NA,0.0297,0.29,0.009801,1,0.017565,0.0050490000000000005
Emberiza hortulana,NA,0.019899999999999998,0.262,0.006567,1,0.01401,0.0033829999999999997
Emberiza schoeniclus,NA,0.018449999999999998,0.24675,0.006088499999999999,1,0.0134775,0.0031365
Carduelis carduelis,NA,0.016,0.2315,0.00528,1,0.010268333,0.00272
Carpodacus erythrinus,NA,0.024,0.25975,0.00792,1,0.0126825,0.00408
Coccothraustes coccothraustes,NA,0.05665,0.3222,0.0186945,1,0.018866,0.0096305
Fringilla coelebs,NA,0.023969999999999998,0.2768,0.0079101,1,0.015272,0.0040749
Fringilla montifringilla,NA,0.0232,0.277428571,0.007656,1,0.014532857,0.003944
Linaria cannabina,NA,0.01955,0.253,0.006451500000000001,1,0.0116925,0.0033235000000000005
Loxia curvirostra,NA,0.040600000000000004,0.278,0.013398000000000002,1,0.01326,0.006902000000000001
Pyrrhula pyrrhula,NA,0.0218,0.271666667,0.007194000000000001,1,0.01496,0.003706
Serinus serinus,NA,0.0112,0.225,0.003696,1,0.01031,0.001904
Spinus spinus,NA,0.01325,0.2159,0.0043725,1,0.008279,0.0022525
Cecropis daurica,NA,0.0222,0.335666667,0.007326000000000001,1,0.017221667,0.0037740000000000004
Delichon urbicum,NA,0.0145,0.288,0.004785,1,0.0118,0.002465
Hirundo rustica,NA,0.01798,0.321285714,0.0059334,1,0.015604286,0.0030566
Riparia riparia,NA,0.01273,0.2824,0.0042009000000000005,1,0.011736,0.0021641
Lanius collurio,NA,0.02845,0.285,0.009388500000000001,1,0.014934,0.0048365000000000005
Lanius minor,NA,0.0465,0.359666667,0.015345000000000001,1,0.022003333,0.007905
Locustella luscinioides,NA,0.013900000000000001,0.208857143,0.004587000000000001,1,0.008101429,0.0023630000000000005
Anthus campestris,NA,0.023,0.305,0.00759,1,0.017783333,0.00391
Anthus spinoletta,NA,0.023899999999999998,0.288,0.007887,1,0.016425,0.004063
Anthus trivialis,NA,0.023399999999999997,0.277666667,0.007722,1,0.014803333,0.003978
Motacilla alba,NA,0.021,0.26925,0.00693,1,0.013275,0.0035700000000000007
Motacilla cinerea,NA,0.0176,0.251,0.005808000000000001,1,0.01139125,0.0029920000000000003
Motacilla flava,NA,0.0176,0.263,0.005808000000000001,1,0.0127,0.0029920000000000003
Erithacus rubecula,NA,0.0177,0.22416666699999999,0.005841000000000001,1,0.011048333,0.0030090000000000004
Ficedula albicollis,NA,0.0127,0.243666667,0.004191,1,0.0111,0.002159
Ficedula hypoleuca,NA,0.013900000000000001,0.232166667,0.004587000000000001,1,0.01037,0.0023630000000000005
Luscinia luscinia,NA,0.0238,0.272,0.007854000000000002,1,0.013526667,0.004046000000000001
Luscinia megarhynchos,NA,0.0183,0.265714286,0.006039,1,0.013592857,0.0031110000000000005
Muscicapa striata,NA,0.0159,0.266428571,0.005247000000000001,1,0.013565714,0.0027030000000000005
Oenanthe oenanthe,NA,0.02563,0.2895,0.0084579,1,0.01504,0.0043571
Oenanthe pleschanka,NA,0.019399999999999997,0.28675,0.006402,1,0.0154175,0.0032979999999999997
Phoenicurus ochruros,NA,0.0165,0.256166667,0.005445,1,0.013791667,0.002805
Phoenicurus phoenicurus,NA,0.0146,0.235,0.004818,1,0.01109,0.0024820000000000003
Saxicola rubetra,NA,0.0166,0.244222222,0.005478,1,0.011458889,0.0028220000000000003
Saxicola rubicola,NA,0.015300000000000001,0.21025,0.0050490000000000005,1,0.0090225,0.0026010000000000004
Oriolus oriolus,NA,0.079,0.39,0.026070000000000003,1,0.0272,0.013430000000000001
Panurus biarmicus,NA,0.01385,0.191,0.0045705,1,0.00763,0.0023545000000000003
Cyanistes caeruleus,NA,0.0106,0.206333333,0.0034980000000000002,1,0.009535,0.0018020000000000002
Parus major,NA,0.01825,0.231166667,0.0060225,1,0.011983333,0.0031025000000000002
Periparus ater,NA,0.0092,0.188833333,0.003036,1,0.008078333,0.001564
Poecile palustris,NA,0.0109,0.201375,0.0035970000000000004,1,0.00914,0.001853
Passer domesticus,NA,0.0277,0.239,0.009141,1,0.01235,0.0047090000000000005
Passer hispaniolensis,NA,0.0242,0.259,0.007986,1,0.012406,0.0041140000000000005
Passer montanus,NA,0.0208,0.21425,0.006864,1,0.0095375,0.003536
Phylloscopus collybita,NA,0.0083,0.185,0.002739,1,0.00746,0.0014110000000000001
Phylloscopus sibilatrix,NA,0.0092,0.2266,0.003036,1,0.009652,0.001564
Phylloscopus trochilus,NA,0.0087,0.205,0.002871,1,0.008576667,0.001479
Prunella modularis,NA,0.02025,0.2165,0.006682500000000001,1,0.010285,0.0034425000000000002
Regulus ignicapilla,NA,0.0056,0.15,0.001848,1,0.00489,9.52e-4
Regulus regulus,NA,0.00555,0.16,0.0018315000000000002,1,0.00589,9.435000000000001e-4
Remiz pendulinus,NA,0.009300000000000001,0.179,0.0030690000000000005,1,0.00689,0.0015810000000000004
Sitta europaea,NA,0.022600000000000002,0.268285714,0.007458000000000001,1,0.014752857,0.003842000000000001
Pastor roseus,NA,0.07325,0.376,0.0241725,1,0.02431,0.0124525
Sturnus vulgaris,NA,0.086,0.423666667,0.02838,1,0.028223333,0.01462
Curruca communis,NA,0.015099999999999999,0.23,0.004983,1,0.010806667,0.002567
Curruca curruca,NA,0.0111,0.204,0.0036630000000000005,1,0.008964,0.0018870000000000002
Curruca nisoria,NA,0.0225,0.265,0.007425,1,0.01374,0.0038250000000000003
Sylvia atricapilla,NA,0.0167,0.2412,0.005511,1,0.011066,0.002839
Sylvia borin,NA,0.0182,0.243,0.006006000000000001,1,0.01091,0.0030940000000000004
Troglodytes troglodytes,NA,0.0096,0.158555556,0.003168,1,0.005598889,0.001632
Turdus merula,NA,0.113,0.383,0.037290000000000004,1,0.030415,0.01921
Turdus philomelos,NA,0.06775,0.37,0.022357500000000002,1,0.02511,0.011517500000000002
Turdus pilaris,NA,0.106,0.3604,0.03498,1,0.035414,0.01802
Ardea alba,NA,0.8735,1.658,0.28825500000000004,2,0.43565,0.14849500000000002
Ardea cinerea,NA,1.443,1.665,0.47619000000000006,2,0.41411,0.24531000000000003
Botaurus stellaris,NA,1.3245,1.246,0.437085,2,0.24287,0.22516500000000003
Ixobrychus minutus,NA,0.118,0.5202,0.03894,2,0.044016,0.02006
Dendrocopos major,NA,0.07676999999999999,0.4398,0.0253341,2,0.03878,0.013050899999999999
Dryocopus martius,NA,0.321,0.728,0.10593000000000001,2,0.108795,0.05457000000000001
Jynx torquilla,NA,0.035,0.2926,0.011550000000000001,2,0.015634,0.005950000000000001
Picus canus,NA,0.137,0.4485,0.04521000000000001,2,0.04155,0.023290000000000005
Picus viridis,NA,0.176,0.509666667,0.05808,2,0.053733333,0.02992
Podiceps cristatus,NA,0.6735,0.749,0.222255,2,0.06826,0.114495
Asio flammeus,NA,0.325,1.063,0.10725000000000001,2,0.16382,0.05525000000000001
Asio otus,NA,0.299,0.9391875,0.09867,2,0.137246875,0.05083
Athene noctua,NA,0.164,0.576666667,0.05412,2,0.061135,0.027880000000000002
Bubo bubo,NA,2.686,1.359,0.8863800000000001,2,0.39314,0.45662
Otus scops,NA,0.092,0.530666667,0.03036,2,0.04908,0.01564
Strix aluco,NA,0.475,0.965666667,0.15675,2,0.19799,0.08075
Strix uralensis,NA,0.7845,1.186666667,0.258885,2,0.304223333,0.133365
Tyto alba,NA,0.35,0.971666667,0.11549999999999999,2,0.145163333,0.0595
Phalacrocorax carbo,NA,2.1095,1.33025,0.6961350000000001,2,0.25041,0.3586150000000001
Accipiter gentilis,NA,0.93475,0.960625,0.3084675,2,0.1722975,0.1589075
Accipiter nisus,NA,0.2375,0.6569,0.078375,2,0.081872,0.040375
Aquila chrysaetos,NA,4.2635,1.828,1.406955,2,0.605395,0.724795
Buteo buteo,NA,0.776,1.124083333,0.25608000000000003,2,0.226415,0.13192
Buteo lagopus,NA,0.956,1.2405,0.31548,2,0.258,0.16252
Circaetus gallicus,NA,1.6995,1.66,0.5608350000000001,2,0.42766,0.28891500000000003
Circus cyaneus,NA,0.401,1.0855,0.13233,2,0.197555,0.06817000000000001
Anas crecca,NA,0.3055,0.5168,0.100815,2,0.041584,0.051935
Anas platyrhynchos,NA,1.141,0.75725,0.37653000000000003,2,0.093075,0.19397
Aythya ferina,NA,0.823,0.63525,0.27159,2,0.055795,0.13991
Aythya fuligula,NA,0.7015,0.604333333,0.231495,2,0.050496667,0.11925500000000001
Netta rufina,NA,1.118,0.782,0.36894000000000005,2,0.08946,0.19006000000000003
Spatula querquedula,NA,0.326,0.524,0.10758000000000001,2,0.04745,0.055420000000000004
Tachymarptis melba,NA,0.09644,0.489,0.0318252,2,0.028035,0.0163948
Upupa epops,NA,0.061399999999999996,0.41633333300000003,0.020262,2,0.039216667,0.010438
Caprimulgus europaeus,NA,0.067,0.498,0.02211,2,0.03658,0.01139
Larus ridibundus,NA,0.284,0.858333333,0.09372,2,0.088766667,0.048279999999999997
Larus michahellis,NA,1.154,1.275,0.38082,2,0.22583,0.19618
Sterna hirundo,NA,0.12,0.705333333,0.0396,2,0.054593333,0.0204
Gallinago gallinago,NA,0.105,0.382,0.03465,2,0.02255,0.01785
Scolopax rusticola,NA,0.3095,0.62,0.102135,2,0.06052,0.052615
Tringa glareola,NA,0.0675,0.364,0.022275000000000003,2,0.01724,0.011475
Tringa nebularia,NA,0.187,0.5335,0.06171,2,0.03874,0.03179
Ciconia ciconia,NA,3.448,1.705,1.13784,2,0.432225,0.58616
Ciconia nigra,NA,2.926,1.676,0.9655800000000001,2,0.45162,0.4974200000000001
Columba livia,NA,0.3545,0.6016,0.116985,2,0.063878,0.060265
Streptopelia decaocto,NA,0.149,0.4506,0.04917,2,0.043062,0.025330000000000002
Alcedo atthis,NA,0.0358,0.24075,0.011814,2,0.01087,0.006086
Coracias garrulus,NA,0.146,0.60325,0.04818,2,0.0603825,0.024820000000000002
Merops apiaster,NA,0.056600000000000004,0.408714286,0.018678000000000004,2,0.024808571,0.009622000000000002
Cuculus canorus,NA,0.1115,0.5685,0.036795,2,0.05475,0.018955000000000003
Falco cherrug,NA,0.966,0.971,0.31878,2,0.13936,0.16422
Falco peregrinus,NA,0.6975,1.016,0.23017500000000002,2,0.13789,0.11857500000000001
Falco subbuteo,NA,0.2095,0.676,0.069135,2,0.06705,0.035615
Falco tinnunculus,NA,0.184,0.677666667,0.06072,2,0.075865,0.03128
Falco vespertinus,NA,0.1525,0.656333333,0.050325,2,0.061736667,0.025925
Perdix perdix,NA,0.4055,0.445666667,0.13381500000000002,2,0.042996667,0.06893500000000001
Phasianus colchicus,NA,1.135,0.686166667,0.37455,2,0.117125,0.19295
Tetrastes bonasia,NA,0.429,0.454,0.14157,2,0.04808,0.07293000000000001
Gavia arctica,NA,3.0795,1.171,1.016235,2,0.15418,0.5235150000000001
Crex crex,NA,0.1555,0.4255,0.051315,2,0.035115,0.026435
Fulica atra,NA,0.836,0.6735,0.27588,2,0.076165,0.14212
Gallinula chloropus,NA,0.305,0.487,0.10065,2,0.043713333,0.05185
Porzana porzana,NA,0.0871,0.354,0.028743,2,0.02374,0.014807
Rallus aquaticus,NA,0.1115,0.355833333,0.036795,2,0.028505,0.018955000000000003
Zapornia parva,NA,0.0497,0.269,0.016401000000000002,2,0.01219,0.008449000000000002
Acrocephalus arundinaceus,NA,0.03,0.2555,0.0099,1,0.01437,0.0051
Acrocephalus palustris,NA,0.0115,0.1782,0.003795,1,0.006708,0.001955
Acrocephalus schoenobaenus,NA,0.0112,0.1742,0.003696,1,0.006956,0.001904
Acrocephalus scirpaceus,NA,0.0123,0.1715,0.004059,1,0.006895,0.002091
Hippolais icterina,NA,0.0132,0.2106,0.0043560000000000005,1,0.009746,0.0022440000000000003
Aegithalos caudatus,NA,0.0086,0.155125,0.0028380000000000002,1,0.0062275,0.0014620000000000002
Alauda arvensis,NA,0.03995,0.329,0.0131835,1,0.02168,0.006791500000000001
Galerida cristata,NA,0.04283,0.305,0.014133900000000001,1,0.02058,0.0072811
Bombycilla garrulus,NA,0.054450000000000005,0.29925,0.017968500000000002,1,0.01632,0.0092565
Certhia familiaris,NA,0.009,0.1675,0.00297,1,0.00758,0.00153
Cinclus cinclus,NA,0.061700000000000005,0.2434,0.020361000000000004,1,0.012788,0.010489000000000002
Corvus monedula,NA,0.246,0.596,0.08118,1,0.064236,0.04182
Corvus cornix,NA,0.57,0.8155,0.1881,1,0.13218,0.0969
Corvus frugilegus,NA,0.4535,0.7915,0.149655,1,0.116495,0.07709500000000001
Garrulus glandarius,NA,0.168,0.471636364,0.05544,1,0.058511818,0.028560000000000006
Pica pica,NA,0.206,0.495428571,0.06798,1,0.059741429,0.03502
Emberiza calandra,NA,0.04875,0.2625,0.0160875,1,0.01543,0.008287500000000001
Emberiza cia,NA,0.02345,0.228333333,0.0077385,1,0.012986667,0.0039865000000000005
Emberiza citrinella,NA,0.0297,0.243666667,0.009801,1,0.0136,0.0050490000000000005
Emberiza hortulana,NA,0.019899999999999998,0.23,0.006567,1,0.01233,0.0033829999999999997
Emberiza schoeniclus,NA,0.018449999999999998,0.21625,0.006088499999999999,1,0.01165,0.0031365
Carduelis carduelis,NA,0.016,0.209,0.00528,1,0.00923875,0.00272
Carpodacus erythrinus,NA,0.024,0.228,0.00792,1,0.010766,0.00408
Coccothraustes coccothraustes,NA,0.05665,0.27875,0.0186945,1,0.0159575,0.0096305
Fringilla coelebs,NA,0.023969999999999998,0.2412,0.0079101,1,0.013214,0.0040749
Fringilla montifringilla,NA,0.0232,0.246571429,0.007656,1,0.012732857,0.003944
Linaria cannabina,NA,0.01955,0.2245,0.006451500000000001,1,0.0101625,0.0033235000000000005
Loxia curvirostra,NA,0.040600000000000004,0.247,0.013398000000000002,1,0.01131,0.006902000000000001
Pyrrhula pyrrhula,NA,0.0218,0.235,0.007194000000000001,1,0.012613333,0.003706
Serinus serinus,NA,0.0112,0.1958,0.003696,1,0.008356,0.001904
Spinus spinus,NA,0.01325,0.1909,0.0043725,1,0.007099,0.0022525
Cecropis daurica,NA,0.0222,0.3045,0.007326000000000001,1,0.015565,0.0037740000000000004
Delichon urbicum,NA,0.0145,0.260833333,0.004785,1,0.010558333,0.002465
Hirundo rustica,NA,0.01798,0.295571429,0.0059334,1,0.014135714,0.0030566
Riparia riparia,NA,0.01273,0.254,0.0042009000000000005,1,0.010372,0.0021641
Lanius collurio,NA,0.02845,0.246142857,0.009388500000000001,1,0.01235,0.0048365000000000005
Lanius minor,NA,0.0465,0.320333333,0.015345000000000001,1,0.0192,0.007905
Locustella luscinioides,NA,0.013900000000000001,0.179333333,0.004587000000000001,1,0.006657778,0.0023630000000000005
Anthus campestris,NA,0.023,0.270666667,0.00759,1,0.01536,0.00391
Anthus spinoletta,NA,0.023899999999999998,0.254,0.007887,1,0.014105,0.004063
Anthus trivialis,NA,0.023399999999999997,0.245,0.007722,1,0.01272,0.003978
Motacilla alba,NA,0.021,0.2344,0.00693,1,0.011078,0.0035700000000000007
Motacilla cinerea,NA,0.0176,0.222625,0.005808000000000001,1,0.00989125,0.0029920000000000003
Motacilla flava,NA,0.0176,0.232,0.005808000000000001,1,0.011,0.0029920000000000003
Erithacus rubecula,NA,0.0177,0.189666667,0.005841000000000001,1,0.009068889,0.0030090000000000004
Ficedula albicollis,NA,0.0127,0.217333333,0.004191,1,0.00967,0.002159
Ficedula hypoleuca,NA,0.013900000000000001,0.206166667,0.004587000000000001,1,0.009113333,0.0023630000000000005
Luscinia luscinia,NA,0.0238,0.241,0.007854000000000002,1,0.011756667,0.004046000000000001
Luscinia megarhynchos,NA,0.0183,0.230555556,0.006039,1,0.01152,0.0031110000000000005
Muscicapa striata,NA,0.0159,0.239285714,0.005247000000000001,1,0.01204,0.0027030000000000005
Oenanthe oenanthe,NA,0.02563,0.2565,0.0084579,1,0.013275,0.0043571
Oenanthe pleschanka,NA,0.019399999999999997,0.25275,0.006402,1,0.0135375,0.0032979999999999997
Phoenicurus ochruros,NA,0.0165,0.227285714,0.005445,1,0.012037143,0.002805
Phoenicurus phoenicurus,NA,0.0146,0.2035,0.004818,1,0.009395,0.0024820000000000003
Saxicola rubetra,NA,0.0166,0.214666667,0.005478,1,0.009922222,0.0028220000000000003
Saxicola rubicola,NA,0.015300000000000001,0.1835,0.0050490000000000005,1,0.007835,0.0026010000000000004
Oriolus oriolus,NA,0.079,0.344,0.026070000000000003,1,0.02341,0.013430000000000001
Panurus biarmicus,NA,0.01385,0.160571429,0.0045705,1,0.006248571,0.0023545000000000003
Cyanistes caeruleus,NA,0.0106,0.174166667,0.0034980000000000002,1,0.008045,0.0018020000000000002
Parus major,NA,0.01825,0.195666667,0.0060225,1,0.010041667,0.0031025000000000002
Periparus ater,NA,0.0092,0.166857143,0.003036,1,0.007105714,0.001564
Poecile palustris,NA,0.0109,0.173125,0.0035970000000000004,1,0.00784875,0.001853
Passer domesticus,NA,0.0277,0.2108,0.009141,1,0.01034,0.0047090000000000005
Passer hispaniolensis,NA,0.0242,0.222,0.007986,1,0.010284,0.0041140000000000005
Passer montanus,NA,0.0208,0.1846,0.006864,1,0.00803,0.003536
Phylloscopus collybita,NA,0.0083,0.161,0.002739,1,0.00647,0.0014110000000000001
Phylloscopus sibilatrix,NA,0.0092,0.2024,0.003036,1,0.008506,0.001564
Phylloscopus trochilus,NA,0.0087,0.177333333,0.002871,1,0.007323333,0.001479
Prunella modularis,NA,0.02025,0.186166667,0.006682500000000001,1,0.00879,0.0034425000000000002
Regulus ignicapilla,NA,0.0056,0.129,0.001848,1,0.00417,9.52e-4
Regulus regulus,NA,0.00555,0.1325,0.0018315000000000002,1,0.00467,9.435000000000001e-4
Remiz pendulinus,NA,0.009300000000000001,0.153,0.0030690000000000005,1,0.0059,0.0015810000000000004
Sitta europaea,NA,0.022600000000000002,0.234571429,0.007458000000000001,1,0.01283,0.003842000000000001
Pastor roseus,NA,0.07325,0.34814285699999997,0.0241725,1,0.021951429,0.0124525
Sturnus vulgaris,NA,0.086,0.3595,0.02838,1,0.022916667,0.01462
Curruca communis,NA,0.015099999999999999,0.1976,0.004983,1,0.009088,0.002567
Curruca curruca,NA,0.0111,0.1728,0.0036630000000000005,1,0.007452,0.0018870000000000002
Curruca nisoria,NA,0.0225,0.2345,0.007425,1,0.012075,0.0038250000000000003
Sylvia atricapilla,NA,0.0167,0.204,0.005511,1,0.009038333,0.002839
Sylvia borin,NA,0.0182,0.2145,0.006006000000000001,1,0.009476667,0.0030940000000000004
Troglodytes troglodytes,NA,0.0096,0.132666667,0.003168,1,0.004615556,0.001632
Turdus merula,NA,0.113,0.339142857,0.037290000000000004,1,0.026488571,0.01921
Turdus philomelos,NA,0.06775,0.3184,0.022357500000000002,1,0.020522,0.011517500000000002
Turdus pilaris,NA,0.106,0.3885,0.03498,1,0.030275,0.01802
Ardea alba,NA,0.8735,1.518,0.28825500000000004,2,0.39103,0.14849500000000002
Ardea cinerea,NA,1.443,1.531,0.47619000000000006,2,0.36736,0.24531000000000003
Botaurus stellaris,NA,1.3245,1.15,0.437085,2,0.22235,0.22516500000000003
Ixobrychus minutus,NA,0.118,0.4744,0.03894,2,0.03945,0.02006
Dendrocopos major,NA,0.07676999999999999,0.3855,0.0253341,2,0.033135,0.013050899999999999
Dryocopus martius,NA,0.321,0.6565,0.10593000000000001,2,0.09786,0.05457000000000001
Jynx torquilla,NA,0.035,0.255,0.011550000000000001,2,0.013372,0.005950000000000001
Picus canus,NA,0.137,0.397,0.04521000000000001,2,0.036185,0.023290000000000005
Picus viridis,NA,0.176,0.45375,0.05808,2,0.047165,0.02992
Podiceps cristatus,NA,0.6735,0.677,0.222255,2,0.05937,0.114495
Asio flammeus,NA,0.325,0.92975,0.10725000000000001,2,0.13817,0.05525000000000001
Asio otus,NA,0.299,0.824333333,0.09867,2,0.119192222,0.05083
Athene noctua,NA,0.164,0.504333333,0.05412,2,0.053051667,0.027880000000000002
