name,sex,bodymass,wingspan,fat_mass,order,wingarea,muscle_mass,range,body_mass_out,fat_mass_out,muscle_mass_out,start_min_speed,end_min_speed
Leptoptilos crumenifer,NA,7.03,2.817,2.3199,2,0.8225,1.1951,9481.459634649305,3.8632573072569736,-0,1.1951,17.887386494176976,14.652098904831758
Columba livia,NA,0.3877,0.65,0.127941,2,0.06122,0.06590900000000001,4779.936922105173,0.2130274575622857,-0,0.06590900000000001,14.167309604570447,11.605322092934049
Columba oenas,NA,0.306,0.653,0.10098,2,0.0532,0.052020000000000004,5439.675580123527,0.16808581536132988,-0,0.052020000000000004,13.06207636997561,10.698449098677845
Columba palumbus,NA,0.495,0.751,0.16335,2,0.0797,0.08415,5158.005503257425,0.27195987411599964,-0,0.08415,14.29919467525315,11.712823824241394
Streptopelia turtur,NA,0.178,0.529,0.05874,2,0.0376,0.030260000000000002,4997.52605099096,0.09779528340531934,-0,0.030260000000000002,12.113452712310592,9.922180277262582
Alcedo atthis,NA,0.0364,0.288,0.012012000000000002,2,0.0108,0.006188000000000001,4256.667346589048,0.019997021550237512,-0,0.006188000000000001,9.66967285144535,7.920214164893231
Coracias garrulus,NA,0.128,0.615,0.04224,2,0.0483,0.02176,6082.7384369292495,0.07032951560390949,-0,0.02176,10.064626910970427,8.243698031923357
Cuculus canorus,NA,0.104,0.583,0.03432,2,0.0419,0.01768,6112.810257834373,0.05714582364405916,-0,0.01768,9.645551291743319,7.900545508598255
Caracara plancus,NA,1.209,1.354,0.39897000000000005,2,0.2321,0.20553000000000002,7231.279625624361,0.6643264737061665,-0,0.20553000000000002,14.343678841014679,11.749053999477574
Falco columbarius,NA,0.159,0.62,0.05247,2,0.0424,0.027030000000000002,6247.223915549074,0.08737855321339089,-0,0.027030000000000002,10.77583194573687,8.826817041908662
Falco jugger,NA,0.5714,1.01,0.188562,2,0.11202,0.09713800000000002,7141.249324579995,0.3139850618971617,-0,0.09713800000000002,12.934796348062427,10.595014242285295
Falco peregrinus,NA,0.813,1.064,0.26829,2,0.1285,0.13821,6784.980497992343,0.44665901458003526,-0,0.13821,14.175066222907816,11.610425444609811
Falco sparverius,NA,0.137,0.55,0.04521000000000001,2,0.0372,0.023290000000000005,5629.5486309653625,0.07526091773334309,-0,0.023290000000000005,10.886685523541365,8.916675183536139
Falco subbuteo,NA,0.165,0.757,0.054450000000000005,2,0.0558,0.028050000000000002,7455.707203176715,0.09065729869473375,-0,0.028050000000000002,9.873330371187201,8.086754951262325
Falco tinnunculus,NA,0.2085,0.745,0.068805,2,0.07055,0.035445000000000004,6475.291309466474,0.11458286900874788,-0,0.035445000000000004,10.760301689443581,8.814083877083224
Colinus virginianus,NA,0.1651,0.331,0.054483000000000004,2,0.02064,0.028067,2870.9731002399863,0.09073393132780322,-0,0.028067,14.93431700083213,12.236451144579316
Alectoris graeca,NA,0.6065,0.55,0.20014500000000002,2,0.0473,0.10310500000000002,3499.0922401383473,0.3329615863048647,-0,0.10310500000000002,17.880244052706047,14.644928300955105
Alectoris rufa,NA,0.49,0.544,0.1617,2,0.0519,0.0833,3464.8219066396528,0.26929000076016824,-0,0.0833,16.744094113119893,13.71890794705388
Coturnix coturnix,NA,0.0832,0.358,0.027456,2,0.0171,0.014144,4294.408254716038,0.045714348446026024,-0,0.014144,11.426160745838624,9.35962857416878
Coturnix japonica,NA,0.1401,0.316,0.046233,2,0.01856,0.023817,2906.772146689947,0.07691030291463988,-0,0.023817,14.470191889137654,11.851650613472673
Gallus gallus,NA,2.61,0.653,0.8613,2,0.12704,0.4437,1787.6775123184136,1.430339413330442,-0,0.4437,26.697692836296596,21.86981605788641
Lagopus lagopus,NA,0.62,0.682,0.2046,2,0.0626,0.10540000000000001,4555.987220234978,0.3406970544553514,-0,0.10540000000000001,16.175255695562676,13.25110919785013
Lagopus lagopus,NA,0.624,0.709,0.20592000000000002,2,0.0593,0.10608000000000001,4999.962909923197,0.34277242068158936,-0,0.10608000000000001,15.898335463482107,13.022345107365576
Lagopus muta,NA,0.4625,0.603,0.152625,2,0.0486,0.07862500000000001,4434.518409778213,0.2540048555309162,-0,0.07862500000000001,15.600439075263635,12.777768688407862
Lyrurus tetrix,f,0.94,0.764,0.3102,2,0.0846,0.1598,4346.208353569422,0.5161534711548186,-0,0.1598,17.557883918175094,14.380706647980892
Lyrurus tetrix,m,1.03,0.838,0.33990000000000004,2,0.0968,0.1751,4718.899669742497,0.5659863406299024,-0,0.1751,17.283827318267107,14.159293288133323
Perdix perdix,NA,0.387,0.525,0.12771000000000002,2,0.0433,0.06579,3797.699648680829,0.2126140196080823,-0,0.06579,15.754429048357348,12.90598773514772
Phasianus colchicus,NA,1.304,0.8,0.43032000000000004,2,0.0917,0.22168000000000002,4141.925370142057,0.7163299374738062,-0,0.22168000000000002,19.137305805712824,15.67722116705744
Tetrao urogallus,f,1.89,0.915,0.6237,2,0.1219,0.32130000000000003,4173.229839672774,1.0384710746710624,-0,0.32130000000000003,20.252105363735527,16.59197540407258
Tetrao urogallus,m,3.361,1.318,1.1091300000000002,2,0.1412,0.57137,6359.405242408378,1.8463317218889408,-0,0.57137,20.44561870630282,16.747330720733434
Tetrastes bonasia,NA,0.278,0.529,0.09174000000000002,2,0.0386,0.04726000000000001,4444.6405566808,0.15274382018449795,-0,0.04726000000000001,14.055354927775207,11.51361149233504
Gavia arctica,NA,1.495,1.2,0.49335000000000007,2,0.1196,0.25415000000000004,7262.895403639343,0.8215734855569543,-0,0.25415000000000004,16.35433645797142,13.396809016504184
Gavia immer,NA,2.425,1.47,0.80025,2,0.1358,0.41225,8370.88458070088,1.3324976105583577,-0,0.41225,17.362945914436633,14.222282953402674
Gavia stellata,NA,0.957,1.04,0.31581,2,0.089,0.16269,7207.149261123219,0.5258011423164439,-0,0.16269,15.139034375889096,12.400238322339085
Grus grus,NA,4.175,2.11,1.37775,2,0.5553,0.70975,7781.9945998856265,2.294190090189232,-0,0.70975,17.371144058461343,14.229320304935925
Crex crex,NA,0.155,0.478,0.05115,2,0.0318,0.026350000000000002,4668.088694822278,0.0851621672407148,-0,0.026350000000000002,12.168649625725696,9.967662112328448
Fulica americana,NA,0.435,0.65,0.14355,2,0.0596,0.07395,4699.897511812194,0.2389640133881636,-0,0.07395,14.721775897772835,12.058778660037747
Fulica atra,NA,0.578,0.725,0.19074,2,0.0618,0.09826,5210.42469501846,0.31761388002721663,-0,0.09826,15.325499714746893,12.554358337565699
Gallinula chloropus,NA,0.265,0.559,0.08745000000000001,2,0.0368,0.04505000000000001,5051.621835455771,0.14562307594608026,-0,0.04505000000000001,13.456351051271572,11.023080665318778
Porzana carolina,NA,0.075,0.375,0.02475,2,0.0176,0.012750000000000001,4663.541386969443,0.04119827083509693,-0,0.012750000000000001,10.784450241816957,8.83299592037411
Porzana porzana,NA,0.069,0.394,0.022770000000000002,2,0.0228,0.011730000000000003,4592.911411066708,0.03791799226039564,-0,0.011730000000000003,10.23266542586065,8.38214855198954
Rallus aquaticus,NA,0.128,0.413,0.04224,2,0.0261,0.02176,4138.458095774261,0.0702994458518082,-0,0.02176,12.281748859728681,10.05924196973314
Rallus elegans,NA,0.227,0.61,0.07491,2,0.0536,0.038590000000000006,5163.316295073495,0.1247201346514458,-0,0.038590000000000006,12.233491354565807,10.020552631357202
Rallus limicola,NA,0.065,0.356,0.02145,2,0.0221,0.01105,3979.7914026693375,0.03571602594268558,-0,0.01105,10.552669070757744,8.644242570486542
Otis tarda,NA,8.95,2.08,2.9535,2,0.5728,1.5215,5965.092701487122,4.9162782983802495,-0,1.5215,22.56223032213405,18.481402421761562
Tetrax tetrax,NA,0.83,0.865,0.2739,2,0.1038,0.1411,5149.486531877939,0.4558585587076791,-0,0.1411,15.830156324940878,12.965688109231127
Acrocephalus schoenobaenus,NA,0.0104,0.192,0.003432,1,0.00529,0.001768,3021.947448342009,0.005713484512947252,-0,0.001768,7.798493559658831,6.387862293919411
Acrocephalus scirpaceus,NA,0.0128,0.203,0.004224,1,0.00672,0.0021760000000000004,2988.1371460576215,0.007032718084994262,-0,0.0021760000000000004,8.12806596285851,6.658105478278087
Hippolais icterina,NA,0.0107,0.205,0.003531,1,0.008,0.001819,2830.6454194634985,0.005878930289924118,-0,0.001819,7.619092967978782,6.241180265005324
Aegithalos caudatus,NA,0.008,0.186,0.00264,1,0.0058,0.00136,2797.3921592344036,0.004396783130785909,0,0.00136,7.259467279195797,5.947165980325447
Alauda arvensis,NA,0.028300000000000002,0.317,0.009339000000000002,1,0.0163,0.004811000000000001,3693.998984511561,0.015547173741382488,-0,0.004811000000000001,8.47465170986942,6.941489003016357
Certhia brachydactyla,NA,0.0085,0.2,0.002805,1,0.0066,0.001445,2894.7663303653603,0.004671650314228353,0,0.001445,7.1437611801245335,5.852346012333299
Corvus monedula,NA,0.253,0.708,0.08349000000000001,1,0.0665,0.04301000000000001,5426.914066705824,0.13899030990753553,-0,0.04301000000000001,11.773478050925828,9.6433146110346
Corvus corax,NA,1.25,1.2,0.41250000000000003,1,0.28139,0.21250000000000002,5005.08165627939,0.6867768643127233,-0,0.21250000000000002,15.406698360789196,12.620355917386627
Corvus cornix,NA,0.633,0.979,0.20889000000000002,1,0.1317,0.10761000000000001,5825.764487993001,0.3476911585644652,-0,0.10761000000000001,13.594320508496184,11.13418240504784
Corvus corone,NA,0.47,0.894,0.1551,1,0.1058,0.0799,5826.2218585358,0.2582825169991655,-0,0.0799,12.881207901181208,10.551711933312742
Corvus frugilegus,NA,0.47,0.972,0.1551,1,0.1387,0.0799,5939.790505620471,0.25821051901414666,-0,0.0799,12.353562497131012,10.118444548521005
Corvus ossifragus,NA,0.2915,0.696,0.096195,1,0.09925,0.049555,4302.3603944770775,0.16019819080013423,-0,0.049555,12.44895947475991,10.198321728331779
Cyanocorax yncas,NA,0.0713,0.373,0.023529,1,0.0316,0.012121000000000002,3274.9519505652916,0.039162331826674224,-0,0.012121000000000002,10.632408545547138,8.708860188838058
Garrulus glandarius,NA,0.16,0.543,0.05280000000000001,1,0.0554,0.027200000000000002,4147.265949748299,0.0878791195803407,-0,0.027200000000000002,11.538645025786288,9.45069434938497
Nucifraga caryocatactes,NA,0.161,0.598,0.053130000000000004,1,0.0515,0.027370000000000002,4969.249431072823,0.08846299670440265,-0,0.027370000000000002,11.01809597850312,9.025146423833935
Pica pica,NA,0.214,0.592,0.07062,1,0.064,0.03638,4260.706505295051,0.11760246800903792,-0,0.03638,12.176230296339208,9.974764960654854
Pyrrhocorax graculus,NA,0.223,0.782,0.07359,1,0.0997,0.037910000000000006,5424.194659748211,0.12252986655907244,-0,0.037910000000000006,10.740809372818445,8.797852205637327
Pyrrhocorax pyrrhocorax,NA,0.39,0.672,0.1287,1,0.0948,0.06630000000000001,3884.058277996252,0.21427569905860588,-0,0.06630000000000001,13.960987024083632,11.436602076503963
Emberiza cia,NA,0.0214,0.258,0.007062,1,0.0108,0.003638,3349.467733489692,0.011760971378798796,-0,0.003638,8.557833919675568,7.010657874938778
Emberiza cirlus,NA,0.023100000000000002,0.248,0.007623000000000001,1,0.0104,0.003927000000000001,3226.0364189330307,0.012693915584212286,-0,0.003927000000000001,8.95404903558543,7.335098259505715
Emberiza citrinella,NA,0.025,0.281,0.00825,1,0.013,0.00425,3469.822363881391,0.013733741210266576,-0,0.00425,8.636555067406803,7.0741233290661585
Emberiza hortulana,NA,0.033,0.273,0.01089,1,0.0122,0.00561,3375.966134096326,0.018135622173492988,-0,0.00561,9.612221920687833,7.874502587461276
Emberiza schoeniclus,NA,0.02,0.255,0.006600000000000001,1,0.0114,0.0034000000000000002,3243.0431565592808,0.0109864605371985,-0,0.0034000000000000002,8.415968995389118,6.89339687272752
Carduelis carduelis,NA,0.0167,0.248,0.005511,1,0.00921,0.002839,3370.806269119619,0.009178727012602217,0,0.002839,8.035831400235653,6.583144550118197
Carduelis citrinella,NA,0.012,0.245,0.00396,1,0.00739,0.00204,3456.6120670425425,0.006594934171420245,-0,0.00204,7.241101196251443,5.93180832337829
Chloris chloris,NA,0.0237,0.27,0.007821,1,0.01,0.0040290000000000005,3623.13843980497,0.013023095493677337,-0,0.0040290000000000005,8.655205920108765,7.0899910482229505
Coccothraustes coccothraustes,NA,0.042,0.32,0.01386,1,0.0148,0.007140000000000001,3819.9582902102056,0.023072102174049293,-0,0.007140000000000001,9.621867292876088,7.881110002659251
Fringilla coelebs,NA,0.0212,0.285,0.0069960000000000005,1,0.0102,0.0036040000000000004,3797.5499643319076,0.011651337514456673,0,0.0036040000000000004,8.116920514713891,6.649309854179137
Fringilla montifringilla,NA,0.0251,0.281,0.008283,1,0.0123,0.004267000000000001,3537.9563097835908,0.013790596179522094,-0,0.004267000000000001,8.648060908188612,7.083853875389741
Linaria cannabina,NA,0.0158,0.248,0.005214000000000001,1,0.00961,0.0026860000000000005,3319.3245292068336,0.008682504231952371,-0,0.0026860000000000005,7.88872853735757,6.462246012363556
Loxia curvirostra,NA,0.0476,0.319,0.015708000000000003,1,0.0167,0.008092000000000002,3594.0273220999325,0.026149581096920088,-0,0.008092000000000002,10.047714601505042,8.23019946302292
Pyrrhula pyrrhula,NA,0.0214,0.255,0.007062,1,0.00948,0.003638,3458.360897138473,0.011756705040429354,-0,0.003638,8.608026924378729,7.050892195007619
Serinus serinus,NA,0.008400000000000001,0.221,0.0027720000000000006,1,0.00731,0.0014280000000000002,3055.848052874754,0.004616536033479168,0,0.0014280000000000002,6.769112291499845,5.545261170146511
Spinus spinus,NA,0.011800000000000001,0.214,0.0038940000000000008,1,0.0068,0.0020060000000000004,3138.642967273734,0.006483322289487878,-0,0.0020060000000000004,7.704535778430219,6.3110643268164806
Delichon urbicum,NA,0.0144,0.292,0.004752,1,0.0092,0.002448,3815.3817385745756,0.007915249358049933,0,0.002448,7.048605085894881,5.774326414332817
Hirundo rustica,NA,0.0177,0.33,0.005841000000000001,1,0.01262,0.0030090000000000004,3988.870408292384,0.009724380355444892,-0,0.0030090000000000004,7.102689473454948,5.81763999812456
Riparia riparia,NA,0.0155,0.314,0.005115000000000001,1,0.0119,0.002635,3827.9157349479915,0.008518677168171949,0,0.002635,6.966128972578835,5.7064739936674576
Lanius collurio,NA,0.031,0.286,0.010230000000000001,1,0.0182,0.00527,3063.408737473459,0.017031125277626236,-0,0.00527,9.197437003030833,7.533992029383843
Lanius excubitor,NA,0.0505,0.355,0.016665000000000003,1,0.021,0.008585,3793.7297379693855,0.0277396346706138,-0,0.008585,9.714360399175789,7.9567065229817215
Lanius senator,NA,0.0261,0.314,0.0086130000000000009,1,0.0144,0.004437000000000001,3806.120292250741,0.014340778799415536,-0,0.004437000000000001,8.288300695643876,6.789148490254161
Anthus pratensis,NA,0.018,0.259,0.00594,1,0.00968,0.00306,3482.955764844513,0.009890527289092706,-0,0.00306,8.062397603806572,6.604267615396226
Anthus trivialis,NA,0.0207,0.286,0.006831,1,0.0125,0.003519,3580.2736257190245,0.011375978983629742,-0,0.003519,8.038477623574291,6.584991991577191
Motacilla alba,NA,0.022,0.283,0.00726,1,0.0132,0.00374,3480.677375668843,0.012088294174264262,-0,0.00374,8.246799953724581,6.755309401839974
Motacilla cinerea,NA,0.016,0.252,0.00528,1,0.0092,0.00272,3422.147593639026,0.008792654773434093,-0,0.00272,7.858767805792015,6.437725201306884
Motacilla flava,NA,0.0165,0.25,0.005445,1,0.0101,0.002805,3299.0649098987883,0.00906710655538133,-0,0.002805,7.971528526585938,6.530074041428956
Erithacus rubecula,NA,0.0178,0.227,0.005874,1,0.0088,0.003026,3094.9460146703136,0.009781670715198193,-0,0.003026,8.579912438096802,7.02867142482543
Ficedula hypoleuca,NA,0.0125,0.244,0.004125,1,0.0091,0.002125,3272.8512047645922,0.006868423175745375,-0,0.002125,7.35538296647939,6.025109126677874
Luscinia megarhynchos,NA,0.0171,0.255,0.0056430000000000004,1,0.01,0.0029070000000000003,3385.0694264237104,0.00939638788420036,-0,0.0029070000000000003,7.9875727395130465,6.543088389398933
Luscinia svecica,NA,0.0143,0.214,0.004719,1,0.00789,0.002431,3005.699454397935,0.007856235837823952,-0,0.002431,8.214448200615259,6.728684310979575
Monticola saxatilis,NA,0.0475,0.355,0.015675,1,0.016,0.008075,4202.217223149417,0.026105780373973507,0,0.008075,9.517959572618716,7.797077564814621
Monticola solitarius,NA,0.0628,0.386,0.020724,1,0.0236,0.010676,3994.7724878936174,0.03451217261688779,-0,0.010676,10.01858996402058,8.207129369141242
Muscicapa striata,NA,0.0144,0.267,0.004752,1,0.0119,0.002448,3324.476133123071,0.007912514997397846,-0,0.002448,7.3712132226548475,6.038076760809387
Phoenicurus ochruros,NA,0.017,0.27,0.00561,1,0.01224,0.00289,3366.9392020700507,0.009339856184401345,-0,0.00289,7.747356605897171,6.345926053568969
Phoenicurus phoenicurus,NA,0.013,0.256,0.00429,1,0.0091,0.00221,3425.871614440751,0.007143932117587296,-0,0.00221,7.275466391523961,5.959805161566352
Oriolus oriolus,NA,0.072,0.47,0.02376,1,0.0274,0.01224,4840.048616873143,0.03955740933477182,-0,0.01224,9.502812758915907,7.783592280834057
Cyanistes caeruleus,NA,0.011,0.214,0.00363,1,0.0066,0.00187,3150.545900181637,0.006044905374465544,-0,0.00187,7.5262438849272835,6.165377565730409
Lophophanes cristatus,NA,0.010199999999999999,0.202,0.0033659999999999996,1,0.00729,0.0017339999999999999,2868.440250487217,0.00560673212167644,0,0.0017339999999999999,7.5539340014095675,6.1887090561490705
Parus major,NA,0.0215,0.233,0.007095,1,0.0102,0.003655,3000.167149276017,0.011815487766354507,-0,0.003655,9.019261511772616,7.388814976650152
Poecile palustris,NA,0.0114,0.205,0.003762,1,0.0068,0.0019380000000000003,2998.6802003315615,0.006263749756753397,-0,0.0019380000000000003,7.781826628496913,6.374511068724471
Passer domesticus,NA,0.03,0.252,0.0099,1,0.0101,0.0051,3282.4656579872676,0.016480238975314025,-0,0.0051,9.691709354884797,7.938615469096973
Passer montanus,NA,0.0152,0.218,0.0050160000000000005,1,0.0076,0.0025840000000000004,3111.0009776898823,0.008353716073370524,0,0.0025840000000000004,8.306102828212074,6.8045503619356085
Petronia petronia,NA,0.025,0.284,0.00825,1,0.01,0.00425,3829.9930024864943,0.013732973094282206,-0,0.00425,8.590818355419422,7.036407092725588
Phylloscopus bonelli,NA,0.0077,0.191,0.0025410000000000003,1,0.0063,0.001309,2786.681098590512,0.00423259055642618,0,0.001309,7.073081898225522,5.794764333112999
Phylloscopus collybita,NA,0.0053,0.174,0.0017490000000000001,1,0.00482,9.010000000000001e-4,2656.829546017079,0.0029122357724144397,-0,9.010000000000001e-4,6.542625950593716,5.359493926603503
Prunella modularis,NA,0.018,0.22,0.00594,1,0.00801,0.00306,3079.9531410731342,0.009892826074241232,0,0.00306,8.747878723793368,7.166607524871266
Regulus regulus,NA,0.0038,0.143,0.0012540000000000001,1,0.00322,6.460000000000001e-4,2419.208883348079,0.0020895178404107227,0,6.460000000000001e-4,6.4590779276884165,5.2924235289623125
Sitta europaea,NA,0.0211,0.274,0.0069630000000000004,1,0.01327,0.0035870000000000003,3345.6227500312407,0.011590719201853738,-0,0.0035870000000000003,8.26520502300313,6.769843113370471
Sturnus vulgaris,NA,0.0795,0.391,0.026235,1,0.0192,0.013515000000000001,4298.5352278553155,0.043689544576842064,-0,0.013515000000000001,10.768737042687022,8.821622151991091
Curruca communis,NA,0.018699999999999998,0.225,0.006170999999999999,1,0.00871,0.003179,3069.3981800649954,0.010273599410896572,-0,0.003179,8.760898125499596,7.176359083247278
Sylvia atricapilla,NA,0.016300000000000002,0.238,0.005379000000000001,1,0.00889,0.0027710000000000005,3262.0343060361065,0.008954917102870363,-0,0.0027710000000000005,8.136859200481254,6.664982261524597
Sylvia borin,NA,0.0158,0.236,0.005214000000000001,1,0.00749,0.0026860000000000005,3409.6548204957794,0.008680299944110232,-0,0.0026860000000000005,8.086802758082195,6.623943799933644
Tichodroma muraria,NA,0.015,0.301,0.00495,1,0.0174,0.00255,3322.9806273208646,0.008241635299041223,-0,0.00255,7.037589007744678,5.764611825044747
Troglodytes troglodytes,NA,0.0101,0.169,0.003333,1,0.00414,0.001717,2851.9155059471677,0.005551114320117528,0,0.001717,8.231491600706374,6.743681244928219
