birdlife_seq,scientific_name,synonym,family,order,sp_status
8743,Onychognathus tenuirostris,NA,Sturnidae,Passeriformes,R
8744,Onychognathus nabouroup,NA,Sturnidae,Passeriformes,R
8745,Onychognathus neumanni,NA,Sturnidae,Passeriformes,R
8746,Onychognathus morio,NA,Sturnidae,Passeriformes,R
8747,Onychognathus fulgidus,NA,Sturnidae,Passeriformes,R
8748,Onychognathus walleri,NA,Sturnidae,Passeriformes,R
8749,Onychognathus albirostris,NA,Sturnidae,Passeriformes,R
8750,Onychognathus tristramii,NA,Sturnidae,Passeriformes,R
8751,Onychognathus salvadorii,NA,Sturnidae,Passeriformes,R
8752,Onychognathus frater,NA,Sturnidae,Passeriformes,R
8753,Onychognathus blythii,NA,Sturnidae,Passeriformes,R
8754,Saroglossa spilopterus,NA,Sturnidae,Passeriformes,R
8755,Neocichla gutturalis,NA,Sturnidae,Passeriformes,R
8756,Grafisia torquata,NA,Sturnidae,Passeriformes,R
8757,Speculipastor bicolor,NA,Sturnidae,Passeriformes,R
8758,Pholia sharpii,Cinnyricinclus sharpii,Sturnidae,Passeriformes,R
8759,Poeoptera stuhlmanni,NA,Sturnidae,Passeriformes,R
8760,Poeoptera kenricki,NA,Sturnidae,Passeriformes,R
8761,Poeoptera lugubris,NA,Sturnidae,Passeriformes,R
8762,Arizelopsar femoralis,Cinnyricinclus femoralis,Sturnidae,Passeriformes,R
8762,Arizelopsar femoralis,Poeoptera femoralis,Sturnidae,Passeriformes,R
8763,Lamprotornis hildebrandti,NA,Sturnidae,Passeriformes,R
8764,Lamprotornis shelleyi,NA,Sturnidae,Passeriformes,R
8765,Lamprotornis australis,NA,Sturnidae,Passeriformes,R
8766,Lamprotornis caudatus,NA,Sturnidae,Passeriformes,R
8767,Lamprotornis purpuroptera,Lamprotornis purpuropterus,Sturnidae,Passeriformes,R
8768,Lamprotornis benguelensis,NA,Sturnidae,Passeriformes,R
8769,Lamprotornis violacior,NA,Sturnidae,Passeriformes,R
8770,Lamprotornis mevesii,NA,Sturnidae,Passeriformes,R
8771,Lamprotornis unicolor,Cosmopsarus unicolor,Sturnidae,Passeriformes,R
8772,Lamprotornis ornatus,NA,Sturnidae,Passeriformes,R
8773,Lamprotornis splendidus,NA,Sturnidae,Passeriformes,R
8774,Lamprotornis regius,Cosmopsarus regius,Sturnidae,Passeriformes,R
8775,Lamprotornis superbus,NA,Sturnidae,Passeriformes,R
8776,Lamprotornis pulcher,NA,Sturnidae,Passeriformes,R
8777,Lamprotornis bicolor,Spreo bicolor,Sturnidae,Passeriformes,R
8778,Lamprotornis albicapillus,Spreo albicapillus,Sturnidae,Passeriformes,R
8779,Lamprotornis fischeri,Spreo fischeri,Sturnidae,Passeriformes,R
8780,Lamprotornis acuticaudus,NA,Sturnidae,Passeriformes,R
8781,Lamprotornis chloropterus,Lamprotornis elisabeth,Sturnidae,Passeriformes,R
8782,Lamprotornis purpureus,NA,Sturnidae,Passeriformes,R
8783,Lamprotornis chalcurus,NA,Sturnidae,Passeriformes,R
8784,Lamprotornis nitens,NA,Sturnidae,Passeriformes,R
8785,Lamprotornis chalybaeus,NA,Sturnidae,Passeriformes,R
8786,Lamprotornis iris,Coccycolius iris,Sturnidae,Passeriformes,R
8787,Hartlaubius auratus,Saroglossa aurata,Sturnidae,Passeriformes,R
8788,Cinnyricinclus leucogaster,NA,Sturnidae,Passeriformes,R
8789,Hylopsar purpureiceps,Lamprotornis purpureiceps,Sturnidae,Passeriformes,R
8790,Hylopsar cupreocauda,Lamprotornis cupreocauda,Sturnidae,Passeriformes,R
8791,Notopholia corusca,Lamprotornis corruscus,Sturnidae,Passeriformes,R
8792,Rhabdornis mystacalis,NA,Sturnidae,Passeriformes,R
8793,Rhabdornis grandis,NA,Sturnidae,Passeriformes,R
8794,Rhabdornis rabori,NA,Sturnidae,Passeriformes,R
8795,Rhabdornis inornatus,NA,Sturnidae,Passeriformes,R
8796,Basilornis celebensis,NA,Sturnidae,Passeriformes,R
8797,Basilornis galeatus,NA,Sturnidae,Passeriformes,R
8798,Basilornis corythaix,NA,Sturnidae,Passeriformes,R
8799,Goodfellowia miranda,Basilornis miranda,Sturnidae,Passeriformes,R
8799,Goodfellowia miranda,Basilornis mirandus,Sturnidae,Passeriformes,R
8800,Streptocitta torquata,NA,Sturnidae,Passeriformes,R
8801,Streptocitta albicollis,NA,Sturnidae,Passeriformes,R
8802,Streptocitta albertinae,NA,Sturnidae,Passeriformes,R
8803,Sarcops calvus,NA,Sturnidae,Passeriformes,R
8804,Mino dumontii,NA,Sturnidae,Passeriformes,R
8805,Mino kreffti,NA,Sturnidae,Passeriformes,R
8806,Mino anais,NA,Sturnidae,Passeriformes,R
8807,Gracula ptilogenys,NA,Sturnidae,Passeriformes,R
8808,Gracula indica,NA,Sturnidae,Passeriformes,R
8809,Gracula religiosa,NA,Sturnidae,Passeriformes,R
8810,Gracula venerata,NA,Sturnidae,Passeriformes,R
8811,Gracula robusta,NA,Sturnidae,Passeriformes,R
8812,Ampeliceps coronatus,NA,Sturnidae,Passeriformes,R
8813,Enodes erythrophris,NA,Sturnidae,Passeriformes,R
8814,Scissirostrum dubium,NA,Sturnidae,Passeriformes,R
8815,Aplonis metallica,Lamprotornis metallicus,Sturnidae,Passeriformes,R
8815,Aplonis metallica,Aplornis metallica,Sturnidae,Passeriformes,R
8816,Aplonis circumscripta,Calornis circumscripta,Sturnidae,Passeriformes,R
8817,Aplonis mystacea,NA,Sturnidae,Passeriformes,R
8818,Aplonis cantoroides,Aplornis cantoroides,Sturnidae,Passeriformes,R
8819,Aplonis crassa,NA,Sturnidae,Passeriformes,R
8820,Aplonis feadensis,NA,Sturnidae,Passeriformes,R
8821,Aplonis insularis,NA,Sturnidae,Passeriformes,R
8822,Aplonis magna,NA,Sturnidae,Passeriformes,R
8823,Aplonis brunneicapillus,NA,Sturnidae,Passeriformes,R
8824,Aplonis grandis,NA,Sturnidae,Passeriformes,R
8825,Aplonis dichroa,NA,Sturnidae,Passeriformes,R
8826,Aplonis zelandica,NA,Sturnidae,Passeriformes,R
8827,Aplonis striata,NA,Sturnidae,Passeriformes,R
8828,Aplonis santovestris,NA,Sturnidae,Passeriformes,R
8829,Aplonis panayensis,NA,Sturnidae,Passeriformes,R
8830,Aplonis mysolensis,NA,Sturnidae,Passeriformes,R
8831,Aplonis minor,NA,Sturnidae,Passeriformes,R
8832,Aplonis opaca,NA,Sturnidae,Passeriformes,R
8833,Aplonis pelzelni,NA,Sturnidae,Passeriformes,R
8834,Aplonis tabuensis,NA,Sturnidae,Passeriformes,R
8835,Aplonis atrifusca,NA,Sturnidae,Passeriformes,R
8836,Aplonis corvina,NA,Sturnidae,Passeriformes,R
8837,Aplonis cinerascens,NA,Sturnidae,Passeriformes,R
8838,Aplonis ulietensis,Turdus ulietensis,Sturnidae,Passeriformes,R
8839,Aplonis mavornata,NA,Sturnidae,Passeriformes,R
8840,Aplonis fusca,NA,Sturnidae,Passeriformes,R
8841,Melanotis caerulescens,NA,Mimidae,Passeriformes,R
8842,Melanotis hypoleucus,NA,Mimidae,Passeriformes,R
8843,Melanoptila glabrirostris,NA,Mimidae,Passeriformes,R
8844,Dumetella carolinensis,NA,Mimidae,Passeriformes,R
8845,Ramphocinclus brachyurus,NA,Mimidae,Passeriformes,R
8846,Allenia fusca,Margarops fuscus,Mimidae,Passeriformes,R
8847,Margarops fuscatus,NA,Mimidae,Passeriformes,R
8848,Cinclocerthia ruficauda,NA,Mimidae,Passeriformes,R
8849,Cinclocerthia gutturalis,NA,Mimidae,Passeriformes,R
8850,Mimus thenca,NA,Mimidae,Passeriformes,R
8851,Mimus patagonicus,NA,Mimidae,Passeriformes,R
8852,Mimus saturninus,NA,Mimidae,Passeriformes,R
8853,Mimus triurus,NA,Mimidae,Passeriformes,R
8854,Mimus dorsalis,NA,Mimidae,Passeriformes,R
8855,Mimus longicaudatus,NA,Mimidae,Passeriformes,R
8856,Mimus polyglottos,NA,Mimidae,Passeriformes,R
8857,Mimus gilvus,NA,Mimidae,Passeriformes,R
8858,Mimus graysoni,Mimodes graysoni,Mimidae,Passeriformes,R
8858,Mimus graysoni,Harporhynchus graysoni,Mimidae,Passeriformes,R
8859,Mimus gundlachii,NA,Mimidae,Passeriformes,R
8860,Mimus trifasciatus,Orpheus trifasciatus,Mimidae,Passeriformes,R
8860,Mimus trifasciatus,Nesomimus trifasciatus,Mimidae,Passeriformes,R
8861,Mimus parvulus,Nesomimus transfasciatus,Mimidae,Passeriformes,R
8861,Mimus parvulus,Nesomimus parvulus,Mimidae,Passeriformes,R
8862,Mimus macdonaldi,Nesomimus macdonaldi,Mimidae,Passeriformes,R
8863,Mimus melanotis,NA,Mimidae,Passeriformes,R
8864,Oreoscoptes montanus,NA,Mimidae,Passeriformes,R
8865,Toxostoma curvirostre,NA,Mimidae,Passeriformes,R
8866,Toxostoma ocellatum,NA,Mimidae,Passeriformes,R
8867,Toxostoma rufum,NA,Mimidae,Passeriformes,R
8868,Toxostoma longirostre,NA,Mimidae,Passeriformes,R
8869,Toxostoma guttatum,NA,Mimidae,Passeriformes,R
8870,Toxostoma bendirei,NA,Mimidae,Passeriformes,R
8871,Toxostoma cinereum,NA,Mimidae,Passeriformes,R
8872,Toxostoma redivivum,NA,Mimidae,Passeriformes,R
8873,Toxostoma crissale,NA,Mimidae,Passeriformes,R
8874,Toxostoma lecontei,NA,Mimidae,Passeriformes,R
8875,Sialia mexicana,NA,Turdidae,Passeriformes,R
8876,Sialia sialis,NA,Turdidae,Passeriformes,R
8877,Sialia currucoides,NA,Turdidae,Passeriformes,R
8878,Grandala coelicolor,NA,Turdidae,Passeriformes,R
8879,Neocossyphus rufus,NA,Turdidae,Passeriformes,R
8880,Neocossyphus poensis,NA,Turdidae,Passeriformes,R
8881,Stizorhina fraseri,NA,Turdidae,Passeriformes,R
8882,Stizorhina finschi,NA,Turdidae,Passeriformes,R
8883,Myadestes townsendi,NA,Turdidae,Passeriformes,R
8884,Myadestes myadestinus,NA,Turdidae,Passeriformes,R
8885,Myadestes woahensis,Myadestes oahensis,Turdidae,Passeriformes,R
8886,Myadestes lanaiensis,NA,Turdidae,Passeriformes,R
8887,Myadestes obscurus,NA,Turdidae,Passeriformes,R
8888,Myadestes palmeri,NA,Turdidae,Passeriformes,R
8889,Myadestes elisabeth,NA,Turdidae,Passeriformes,R
8890,Myadestes genibarbis,NA,Turdidae,Passeriformes,R
8891,Myadestes occidentalis,NA,Turdidae,Passeriformes,R
8892,Myadestes unicolor,NA,Turdidae,Passeriformes,R
8893,Myadestes melanops,NA,Turdidae,Passeriformes,R
8894,Myadestes coloratus,NA,Turdidae,Passeriformes,R
8895,Myadestes ralloides,NA,Turdidae,Passeriformes,R
8896,Zoothera heinrichi,Geomalia heinrichi,Turdidae,Passeriformes,R
8897,Zoothera dixoni,NA,Turdidae,Passeriformes,R
8898,Zoothera mollissima,NA,Turdidae,Passeriformes,R
8899,Zoothera griseiceps,NA,Turdidae,Passeriformes,R
8900,Zoothera salimalii,NA,Turdidae,Passeriformes,R
8901,Zoothera marginata,NA,Turdidae,Passeriformes,R
8902,Zoothera monticola,NA,Turdidae,Passeriformes,R
8903,Zoothera everetti,NA,Turdidae,Passeriformes,R
8904,Zoothera andromedae,NA,Turdidae,Passeriformes,R
8905,Zoothera aurea,Zoothera imbricata,Turdidae,Passeriformes,R
8906,Zoothera major,Zoothera amami,Turdidae,Passeriformes,R
8907,Zoothera dauma,NA,Turdidae,Passeriformes,R
8908,Zoothera machiki,NA,Turdidae,Passeriformes,R
8909,Zoothera turipavae,NA,Turdidae,Passeriformes,R
8910,Zoothera margaretae,NA,Turdidae,Passeriformes,R
8911,Zoothera lunulata,NA,Turdidae,Passeriformes,R
8912,Zoothera heinei,NA,Turdidae,Passeriformes,R
8913,Zoothera talaseae,NA,Turdidae,Passeriformes,R
8914,Zoothera atrigena,NA,Turdidae,Passeriformes,R
8915,Zoothera terrestris,NA,Turdidae,Passeriformes,R
8916,Ixoreus naevius,Zoothera naevia,Turdidae,Passeriformes,R
8917,Entomodestes coracinus,NA,Turdidae,Passeriformes,R
8918,Entomodestes leucotis,NA,Turdidae,Passeriformes,R
8919,Cichlopsis chubbi,NA,Turdidae,Passeriformes,R
8920,Cichlopsis peruviana,NA,Turdidae,Passeriformes,R
8921,Cichlopsis gularis,NA,Turdidae,Passeriformes,R
8922,Cichlopsis leucogenys,NA,Turdidae,Passeriformes,R
8923,Ridgwayia pinicola,Zoothera pinicola,Turdidae,Passeriformes,R
8924,Hylocichla mustelina,Catharus mustelinus,Turdidae,Passeriformes,R
8925,Catharus swainsoni,NA,Turdidae,Passeriformes,R
8926,Catharus ustulatus,NA,Turdidae,Passeriformes,R
8927,Catharus fuscescens,NA,Turdidae,Passeriformes,R
8928,Catharus minimus,NA,Turdidae,Passeriformes,R
8929,Catharus bicknelli,NA,Turdidae,Passeriformes,R
8930,Catharus guttatus,NA,Turdidae,Passeriformes,R
8931,Catharus occidentalis,NA,Turdidae,Passeriformes,R
8932,Catharus frantzii,NA,Turdidae,Passeriformes,R
8933,Catharus gracilirostris,NA,Turdidae,Passeriformes,R
8934,Catharus aurantiirostris,NA,Turdidae,Passeriformes,R
8935,Catharus mexicanus,NA,Turdidae,Passeriformes,R
8936,Catharus dryas,NA,Turdidae,Passeriformes,R
8937,Catharus maculatus,NA,Turdidae,Passeriformes,R
8938,Catharus fuscater,NA,Turdidae,Passeriformes,R
8939,Chlamydochaera jefferyi,NA,Turdidae,Passeriformes,R
8940,Cochoa purpurea,NA,Turdidae,Passeriformes,R
8941,Cochoa viridis,NA,Turdidae,Passeriformes,R
8942,Cochoa beccarii,NA,Turdidae,Passeriformes,R
8943,Cochoa azurea,NA,Turdidae,Passeriformes,R
8944,Geokichla sibirica,Zoothera sibirica,Turdidae,Passeriformes,R
8945,Geokichla wardii,Zoothera wardii,Turdidae,Passeriformes,R
8946,Geokichla guttata,Zoothera guttata,Turdidae,Passeriformes,R
8947,Geokichla spiloptera,Zoothera spiloptera,Turdidae,Passeriformes,R
8948,Geokichla citrina,Zoothera citrina,Turdidae,Passeriformes,R
8949,Geokichla cinerea,Zoothera cinerea,Turdidae,Passeriformes,R
8950,Geokichla erythronota,Zoothera erythronota,Turdidae,Passeriformes,R
8951,Geokichla mendeni,Zoothera mendeni,Turdidae,Passeriformes,R
8952,Geokichla schistacea,Zoothera schistacea,Turdidae,Passeriformes,R
8953,Geokichla peronii,Zoothera peronii,Turdidae,Passeriformes,R
8954,Geokichla dohertyi,Zoothera dohertyi,Turdidae,Passeriformes,R
8955,Geokichla interpres,Zoothera interpres,Turdidae,Passeriformes,R
8956,Geokichla leucolaema,Zoothera leucolaema,Turdidae,Passeriformes,R
8957,Geokichla dumasi,Zoothera dumasi,Turdidae,Passeriformes,R
8958,Geokichla joiceyi,Zoothera joiceyi,Turdidae,Passeriformes,R
8959,Geokichla gurneyi,Zoothera gurneyi,Turdidae,Passeriformes,R
8960,Geokichla oberlaenderi,Turdus oberlaenderi,Turdidae,Passeriformes,R
8960,Geokichla oberlaenderi,Zoothera oberlaenderi,Turdidae,Passeriformes,R
8961,Geokichla crossleyi,Zoothera crossleyi,Turdidae,Passeriformes,R
8962,Geokichla piaggiae,Zoothera piaggiae,Turdidae,Passeriformes,R
8963,Geokichla camaronensis,Zoothera camaronensis,Turdidae,Passeriformes,R
8964,Geokichla princei,Zoothera princei,Turdidae,Passeriformes,R
8965,Otocichla mupinensis,Turdus mupinensis,Turdidae,Passeriformes,R
8966,Psophocichla simensis,NA,Turdidae,Passeriformes,R
8967,Psophocichla litsitsirupa,NA,Turdidae,Passeriformes,R
8968,Turdus viscivorus,NA,Turdidae,Passeriformes,R
8969,Turdus philomelos,NA,Turdidae,Passeriformes,R
8970,Turdus abyssinicus,NA,Turdidae,Passeriformes,R
8971,Turdus helleri,NA,Turdidae,Passeriformes,R
8972,Turdus roehli,NA,Turdidae,Passeriformes,R
8973,Turdus iliacus,NA,Turdidae,Passeriformes,R
8974,Turdus plebejus,NA,Turdidae,Passeriformes,R
8975,Turdus merula,NA,Turdidae,Passeriformes,R
8976,Turdus leucomelas,NA,Turdidae,Passeriformes,R
8977,Turdus fumigatus,NA,Turdidae,Passeriformes,R
8978,Turdus hauxwelli,NA,Turdidae,Passeriformes,R
8979,Turdus flavipes,Platycichla flavipes,Turdidae,Passeriformes,R
8980,Turdus lawrencii,NA,Turdidae,Passeriformes,R
8981,Turdus obsoletus,NA,Turdidae,Passeriformes,R
8982,Turdus assimilis,NA,Turdidae,Passeriformes,R
8983,Turdus albicollis,NA,Turdidae,Passeriformes,R
8984,Turdus rufiventris,NA,Turdidae,Passeriformes,R
8985,Turdus maculirostris,NA,Turdidae,Passeriformes,R
8986,Turdus grayi,NA,Turdidae,Passeriformes,R
8987,Turdus haplochrous,NA,Turdidae,Passeriformes,R
8988,Turdus sanchezorum,NA,Turdidae,Passeriformes,R
8989,Turdus nudigenis,NA,Turdidae,Passeriformes,R
8990,Turdus mandarinus,NA,Turdidae,Passeriformes,R
8991,Turdus ludoviciae,NA,Turdidae,Passeriformes,R
8992,Turdus tephronotus,NA,Turdidae,Passeriformes,R
8993,Turdus bewsheri,NA,Turdidae,Passeriformes,R
8994,Turdus libonyana,NA,Turdidae,Passeriformes,R
8995,Turdus menachensis,NA,Turdidae,Passeriformes,R
8996,Turdus olivaceus,NA,Turdidae,Passeriformes,R
8997,Turdus smithi,NA,Turdidae,Passeriformes,R
8998,Turdus lherminieri,Cichlherminia lherminieri,Turdidae,Passeriformes,R
8999,Turdus leucops,Platycichla leucops,Turdidae,Passeriformes,R
9000,Turdus jamaicensis,NA,Turdidae,Passeriformes,R
9001,Turdus swalesi,NA,Turdidae,Passeriformes,R
9002,Turdus infuscatus,NA,Turdidae,Passeriformes,R
9003,Turdus nigrescens,NA,Turdidae,Passeriformes,R
9004,Turdus migratorius,NA,Turdidae,Passeriformes,R
9005,Turdus confinis,NA,Turdidae,Passeriformes,R
9006,Turdus rufitorques,NA,Turdidae,Passeriformes,R
9007,Turdus rufopalliatus,NA,Turdidae,Passeriformes,R
9008,Turdus falcklandii,NA,Turdidae,Passeriformes,R
9009,Turdus reevei,NA,Turdidae,Passeriformes,R
9010,Turdus fulviventris,NA,Turdidae,Passeriformes,R
9011,Turdus olivater,NA,Turdidae,Passeriformes,R
9012,Turdus chiguanco,NA,Turdidae,Passeriformes,R
9013,Turdus anthracinus,NA,Turdidae,Passeriformes,R
9014,Turdus fuscater,NA,Turdidae,Passeriformes,R
9015,Turdus nigriceps,NA,Turdidae,Passeriformes,R
9016,Turdus subalaris,NA,Turdidae,Passeriformes,R
9017,Turdus serranus,NA,Turdidae,Passeriformes,R
9018,Turdus eremita,Nesocichla eremita,Turdidae,Passeriformes,R
9019,Turdus amaurochalinus,NA,Turdidae,Passeriformes,R
9020,Turdus ignobilis,NA,Turdidae,Passeriformes,R
9021,Turdus debilis,NA,Turdidae,Passeriformes,R
9022,Turdus arthuri,NA,Turdidae,Passeriformes,R
9023,Turdus maranonicus,NA,Turdidae,Passeriformes,R
9024,Turdus xanthorhynchus,NA,Turdidae,Passeriformes,R
9025,Turdus olivaceofuscus,NA,Turdidae,Passeriformes,R
9026,Turdus aurantius,NA,Turdidae,Passeriformes,R
9027,Turdus ravidus,NA,Turdidae,Passeriformes,R
9028,Turdus plumbeus,NA,Turdidae,Passeriformes,R
9029,Turdus rubripes,NA,Turdidae,Passeriformes,R
9030,Turdus ardosiaceus,NA,Turdidae,Passeriformes,R
9031,Turdus pelios,NA,Turdidae,Passeriformes,R
9032,Turdus niveiceps,NA,Turdidae,Passeriformes,R
9033,Turdus boulboul,NA,Turdidae,Passeriformes,R
9034,Turdus simillimus,NA,Turdidae,Passeriformes,R
9035,Turdus cardis,NA,Turdidae,Passeriformes,R
9036,Turdus hortulorum,NA,Turdidae,Passeriformes,R
9037,Turdus dissimilis,NA,Turdidae,Passeriformes,R
9038,Turdus unicolor,NA,Turdidae,Passeriformes,R
9039,Turdus obscurus,NA,Turdidae,Passeriformes,R
9040,Turdus feae,NA,Turdidae,Passeriformes,R
9041,Turdus celaenops,NA,Turdidae,Passeriformes,R
9042,Turdus chrysolaus,NA,Turdidae,Passeriformes,R
9043,Turdus pallidus,NA,Turdidae,Passeriformes,R
9044,Turdus poliocephalus,NA,Turdidae,Passeriformes,R
9045,Turdus kessleri,NA,Turdidae,Passeriformes,R
9046,Turdus maximus,NA,Turdidae,Passeriformes,R
9047,Turdus pilaris,NA,Turdidae,Passeriformes,R
9048,Turdus albocinctus,NA,Turdidae,Passeriformes,R
9049,Turdus rubrocanus,NA,Turdidae,Passeriformes,R
9050,Turdus torquatus,NA,Turdidae,Passeriformes,R
9051,Turdus naumanni,NA,Turdidae,Passeriformes,R
9052,Turdus eunomus,NA,Turdidae,Passeriformes,R
9053,Turdus atrogularis,NA,Turdidae,Passeriformes,R
9054,Turdus ruficollis,NA,Turdidae,Passeriformes,R
9055,Cataponera turdoides,NA,Turdidae,Passeriformes,R
9056,Alethe diademata,NA,Muscicapidae,Passeriformes,R
9057,Alethe castanea,NA,Muscicapidae,Passeriformes,R
9058,Tychaedon coryphoeus,Cercotrichas coryphaeus,Muscicapidae,Passeriformes,R
9058,Tychaedon coryphoeus,Erythropygia coryphaeus,Muscicapidae,Passeriformes,R
9059,Tychaedon signata,Cercotrichas signata,Muscicapidae,Passeriformes,R
9059,Tychaedon signata,Erythropygia signata,Muscicapidae,Passeriformes,R
9060,Tychaedon leucosticta,Cercotrichas leucosticta,Muscicapidae,Passeriformes,R
9060,Tychaedon leucosticta,Erythropygia leucosticta,Muscicapidae,Passeriformes,R
9061,Tychaedon quadrivirgata,Cercotrichas quadrivirgata,Muscicapidae,Passeriformes,R
9061,Tychaedon quadrivirgata,Erythropygia quadrivirgata,Muscicapidae,Passeriformes,R
9062,Tychaedon barbata,Cercotrichas barbata,Muscicapidae,Passeriformes,R
9062,Tychaedon barbata,Erythropygia barbata,Muscicapidae,Passeriformes,R
9063,Cercotrichas paena,Erythropygia paena,Muscicapidae,Passeriformes,R
9064,Cercotrichas galactotes,Erythropygia galactotes,Muscicapidae,Passeriformes,R
9065,Cercotrichas podobe,NA,Muscicapidae,Passeriformes,R
9066,Cercotrichas hartlaubi,Erythropygia hartlaubi,Muscicapidae,Passeriformes,R
9067,Cercotrichas leucophrys,Erythropygia leucophrys,Muscicapidae,Passeriformes,R
9068,Copsychus mindanensis,NA,Muscicapidae,Passeriformes,R
9069,Copsychus pica,NA,Muscicapidae,Passeriformes,R
9070,Copsychus albospecularis,NA,Muscicapidae,Passeriformes,R
9071,Copsychus sechellarum,NA,Muscicapidae,Passeriformes,R
9072,Copsychus saularis,NA,Muscicapidae,Passeriformes,R
9073,Copsychus fulicatus,Saxicoloides fulicata,Muscicapidae,Passeriformes,R
9074,Copsychus pyrropygus,Trichixos pyrropyga,Muscicapidae,Passeriformes,R
9075,Copsychus luzoniensis,NA,Muscicapidae,Passeriformes,R
9076,Copsychus superciliaris,NA,Muscicapidae,Passeriformes,R
9077,Copsychus malabaricus,NA,Muscicapidae,Passeriformes,R
9078,Copsychus albiventris,NA,Muscicapidae,Passeriformes,R
9079,Copsychus niger,NA,Muscicapidae,Passeriformes,R
9080,Copsychus cebuensis,NA,Muscicapidae,Passeriformes,R
9081,Muscicapa griseisticta,NA,Muscicapidae,Passeriformes,R
9082,Muscicapa sibirica,NA,Muscicapidae,Passeriformes,R
9083,Muscicapa ferruginea,NA,Muscicapidae,Passeriformes,R
9084,Muscicapa muttui,NA,Muscicapidae,Passeriformes,R
9085,Muscicapa dauurica,NA,Muscicapidae,Passeriformes,R
9086,Muscicapa randi,NA,Muscicapidae,Passeriformes,R
9087,Muscicapa segregata,NA,Muscicapidae,Passeriformes,R
9088,Muscicapa epulata,NA,Muscicapidae,Passeriformes,R
9089,Muscicapa adusta,NA,Muscicapidae,Passeriformes,R
9090,Muscicapa sethsmithi,NA,Muscicapidae,Passeriformes,R
9091,Muscicapa gambagae,NA,Muscicapidae,Passeriformes,R
9092,Muscicapa striata,NA,Muscicapidae,Passeriformes,R
9093,Muscicapa aquatica,NA,Muscicapidae,Passeriformes,R
9094,Muscicapa cassini,NA,Muscicapidae,Passeriformes,R
9095,Myopornis boehmi,Muscicapa boehmi,Muscicapidae,Passeriformes,R
9096,Artomyias fuliginosa,Muscicapa infuscata,Muscicapidae,Passeriformes,R
9097,Artomyias ussheri,Muscicapa ussheri,Muscicapidae,Passeriformes,R
9098,Bradornis comitatus,Muscicapa comitata,Muscicapidae,Passeriformes,R
9099,Bradornis microrhynchus,NA,Muscicapidae,Passeriformes,R
9100,Bradornis mariquensis,NA,Muscicapidae,Passeriformes,R
9101,Agricola pallidus,Bradornis pallidus,Muscicapidae,Passeriformes,R
9102,Agricola infuscatus,Bradornis infuscatus,Muscicapidae,Passeriformes,R
9103,Fraseria cinerascens,NA,Muscicapidae,Passeriformes,R
9104,Fraseria ocreata,NA,Muscicapidae,Passeriformes,R
9105,Fraseria plumbea,Myioparus plumbeus,Muscicapidae,Passeriformes,R
9106,Fraseria griseigularis,Myioparus griseigularis,Muscicapidae,Passeriformes,R
9107,Fraseria caerulescens,Muscicapa caerulescens,Muscicapidae,Passeriformes,R
9108,Fraseria tessmanni,Muscicapa tessmanni,Muscicapidae,Passeriformes,R
9109,Fraseria olivascens,Muscicapa olivascens,Muscicapidae,Passeriformes,R
9110,Fraseria lendu,Muscicapa lendu,Muscicapidae,Passeriformes,R
9111,Humblotia flavirostris,NA,Muscicapidae,Passeriformes,R
9112,Sigelus silens,NA,Muscicapidae,Passeriformes,R
9113,Namibornis herero,NA,Muscicapidae,Passeriformes,R
9114,Empidornis semipartitus,NA,Muscicapidae,Passeriformes,R
9115,Melaenornis chocolatinus,Dioptrornis chocolatinus,Muscicapidae,Passeriformes,R
9116,Melaenornis brunneus,Dioptrornis brunneus,Muscicapidae,Passeriformes,R
9117,Melaenornis fischeri,Dioptrornis fischeri,Muscicapidae,Passeriformes,R
9118,Melaenornis ardesiacus,NA,Muscicapidae,Passeriformes,R
9119,Melaenornis annamarulae,NA,Muscicapidae,Passeriformes,R
9120,Melaenornis edolioides,NA,Muscicapidae,Passeriformes,R
9121,Melaenornis pammelaina,NA,Muscicapidae,Passeriformes,R
9122,Niltava sundara,NA,Muscicapidae,Passeriformes,R
9123,Niltava macgrigoriae,NA,Muscicapidae,Passeriformes,R
9124,Niltava sumatrana,NA,Muscicapidae,Passeriformes,R
9125,Niltava oatesi,NA,Muscicapidae,Passeriformes,R
9126,Niltava vivida,NA,Muscicapidae,Passeriformes,R
9127,Niltava davidi,NA,Muscicapidae,Passeriformes,R
9128,Niltava grandis,NA,Muscicapidae,Passeriformes,R
9129,Cyanoptila cumatilis,NA,Muscicapidae,Passeriformes,R
9130,Cyanoptila cyanomelana,NA,Muscicapidae,Passeriformes,R
9131,Anthipes monileger,Ficedula monileger,Muscicapidae,Passeriformes,R
9132,Anthipes solitaris,Ficedula solitaris,Muscicapidae,Passeriformes,R
9133,Eumyias albicaudatus,Eumyias albicaudata,Muscicapidae,Passeriformes,R
9134,Eumyias indigo,NA,Muscicapidae,Passeriformes,R
9135,Eumyias sordidus,Eumyias sordida,Muscicapidae,Passeriformes,R
9135,Eumyias sordidus,Muscicapa sordida,Muscicapidae,Passeriformes,R
9136,Eumyias thalassinus,Eumyias thalassina,Muscicapidae,Passeriformes,R
9137,Eumyias panayensis,NA,Muscicapidae,Passeriformes,R
9138,Eumyias additus,Rhinomyias addita,Muscicapidae,Passeriformes,R
9138,Eumyias additus,Rhinomyias additus,Muscicapidae,Passeriformes,R
9139,Eumyias oscillans,NA,Muscicapidae,Passeriformes,R
